runtime_sec,len_scale
12.710833311080933,[0.53240671 0.83626319]
13.24898624420166,[0.6038091  0.68187097]
16.341914653778076,[0.53731326 0.82302355]
11.66515588760376,[0.86786115 0.45059812]
9.423601150512695,[0.53240992 0.8362543 ]
15.75604248046875,[0.13504746 1.65634526]
12.538023710250854,[0.53239769 0.8362796 ]
12.765508890151978,[0.53260036 0.83572759]
15.70257568359375,[0.55212517 0.78683911]
15.965016603469849,[0.53320204 0.83407038]
12.780866622924805,[0.60393827 0.68198981]
12.635826587677002,[0.5055615  0.86357339]
15.499641180038452,[0.19405081 1.90753178]
15.550909042358398,[0.53240188 0.8362849 ]
16.215625047683716,[0.55256361 0.78512187]
16.164130687713623,[0.56023809 0.73612912]
16.98464822769165,[0.60380593 0.68186893]
11.979663133621216,[0.53463002 0.83017929]
16.668529510498047,[0.55239421 0.7862472 ]
12.62598729133606,[0.53280414 0.83516513]
12.260475397109985,[0.53243522 0.83618427]
12.574718236923218,[0.54974568 0.79230214]
13.42547869682312,[0.5504625  0.79064323]
16.590784311294556,[0.15678854 1.70536621]
16.92006492614746,[0.55203106 0.78705281]
12.203172445297241,[0.5346905  0.83001577]
12.031522274017334,[0.5123645  0.85643542]
12.556225776672363,[0.55310465 0.78829937]
12.339539051055908,[0.60380673 0.68186879]
15.709734678268433,[0.51634807 0.85232912]
13.413026809692383,[0.55348977 0.77915569]
12.74618911743164,[0.53240571 0.83626599]
12.530547142028809,[0.56089414 0.73200517]
12.163666486740112,[0.27246368 1.56845063]
16.55668830871582,[0.5522185  0.78662736]
13.134204387664795,[0.5315274  0.83713112]
14.576319456100464,[0.00750011 1.45323051]
12.257283926010132,[0.53239599 0.83638196]
11.641692161560059,[0.53391763 0.83211313]
12.631722211837769,[0.53423543 0.83124867]
11.697401762008667,[0.27706333 1.50832118]
13.001760482788086,[0.55029587 0.79102782]
12.6682608127594,[0.53486635 0.82954095]
13.841237545013428,[0.53718824 0.82335255]
13.345464706420898,[0.53537565 0.82817065]
11.969462394714355,[0.55634501 0.7608432 ]
18.415499925613403,[0.27393977 1.54731235]
12.833720684051514,[0.53291016 0.83487297]
12.498275756835938,[0.53293259 0.8348112 ]
12.089206457138062,[0.01626763 1.45323051]
12.604857683181763,[0.55236522 0.78629485]
12.110787868499756,[0.55237646 0.7862694 ]
13.096325874328613,[0.55123575 0.78886653]
16.18848419189453,[0.60384915 0.68190781]
12.859744787216187,[0.55192477 0.78729441]
12.820214748382568,[0.53943365 0.81750795]
12.855695486068726,[0.56407965 0.71222942]
13.268486022949219,[0.55239055 0.78623751]
11.837584733963013,[0.55223505 0.78658983]
12.921793222427368,[0.07149316 1.45692498]
13.726301670074463,[0.53567511 0.82736836]
12.516481161117554,[0.26958183 1.60881867]
9.515883445739746,[0.55106563 0.78925629]
17.33417010307312,[0.6038042  0.68186922]
12.380206823348999,[0.53220473 0.8364682 ]
12.154237985610962,[0.53291422 0.83486181]
12.355983972549438,[0.55087892 0.78968477]
16.604923009872437,[0.55393148 0.77631462]
12.274789094924927,[0.53240462 0.836269  ]
11.942106485366821,[0.55009644 0.79148897]
12.08815050125122,[0.60547641 0.68340554]
15.592015266418457,[0.176463   1.69828517]
11.956888437271118,[0.53614222 0.82612188]
15.608704090118408,[0.54143786 0.81240342]
13.546905517578125,[0.4606339  0.68558399]
12.64963960647583,[0.60380722 0.68186927]
15.063822031021118,[0.55608202 0.76252441]
12.88054347038269,[0.54847164 0.79527915]
16.462639331817627,[0.55909417 0.74335194]
12.929322957992554,[0.53471741 0.82994306]
12.520632982254028,[0.53710118 0.82358191]
13.068631410598755,[0.7148485  0.54589803]
16.191831827163696,[0.54813334 0.79607584]
12.054864645004272,[0.5457088  0.80186355]
16.260097980499268,[0.14334791 1.70716143]
12.756264448165894,[0.53335776 0.83364319]
13.532126426696777,[0.53777857 0.82180285]
19.016866207122803,[0.53245331 0.8361342 ]
16.111564874649048,[0.60388575 0.68194149]
12.413576364517212,[0.60398514 0.6820329 ]
9.581156730651855,[0.53240249 0.8362749 ]
12.229510068893433,[0.53249374 0.83602234]
12.25165843963623,[0.55469686 0.77139844]
12.507967233657837,[0.53245245 0.8361366 ]
19.55953812599182,[0.53410675 0.83159835]
12.85450029373169,[0.53306511 0.8344466 ]
12.595409870147705,[0.54360351 0.80700278]
14.266545295715332,[0.17675366 1.69844175]
12.790559530258179,[0.26787748 1.61221855]
16.570867776870728,[0.53178336 0.83688046]
