runtime_sec,len_scale
19.978545427322388,[0.55230863 0.78641793]
19.262985229492188,[0.53239337 0.83628046]
15.661918640136719,[0.55237053 0.78628241]
19.620469570159912,[0.27009015 1.6077276 ]
15.834966659545898,[0.55236899 0.78627142]
16.132172107696533,[0.5523811  0.78625532]
16.015236139297485,[0.55236625 0.78628729]
19.85876441001892,[0.53242118 0.8362212 ]
26.14935040473938,[0.55231488 0.78640414]
16.07234239578247,[0.55233178 0.78636361]
19.827572345733643,[0.55236882 0.78628108]
22.303098678588867,[0.55232487 0.78638627]
15.959470987319946,[0.53245035 0.83614037]
22.907000064849854,[0.55235141 0.7863255 ]
19.227104902267456,[0.55238991 0.78623748]
19.27144980430603,[0.53246335 0.83610552]
19.46600914001465,[0.53274068 0.83534453]
19.433646202087402,[0.55234085 0.78634638]
18.817402362823486,[0.55214188 0.78678783]
25.89924144744873,[0.55234092 0.78634941]
19.255477905273438,[0.55228065 0.7864803 ]
12.790153503417969,[0.5324072  0.83626179]
16.050949335098267,[0.55233004 0.78637336]
19.297964572906494,[0.55236596 0.78628777]
19.32235074043274,[0.55234011 0.78634706]
19.454389810562134,[0.55235587 0.78631621]
19.46022915840149,[0.5523861  0.78624431]
19.431761503219604,[0.55236513 0.78628299]
19.798962593078613,[0.55235994 0.78630224]
19.49222993850708,[0.55232411 0.78638645]
22.342867374420166,[0.55234302 0.78634474]
16.2732036113739,[0.5324483  0.83614751]
18.92439866065979,[0.53243984 0.83617255]
16.118369579315186,[0.55231908 0.78639596]
15.74209976196289,[0.53244282 0.8361587 ]
21.933144330978394,[0.55239105 0.78623248]
19.40361452102661,[0.5523518  0.78632932]
25.498810291290283,[0.53244071 0.83616896]
22.3052237033844,[0.5324343  0.83618482]
19.474604606628418,[0.53244911 0.83614548]
19.17980194091797,[0.55233462 0.78635818]
19.345449447631836,[0.55234972 0.78632718]
22.346607208251953,[0.55236623 0.78629378]
19.256696224212646,[0.55227113 0.78649919]
19.160783052444458,[0.55233591 0.7863583 ]
13.258368730545044,[0.55235691 0.78631169]
22.53725242614746,[0.53242139 0.83622137]
28.859226942062378,[0.53241566 0.83623648]
22.586947202682495,[0.53245287 0.8361359 ]
19.630021810531616,[0.53245185 0.83613686]
16.297046422958374,[0.53243292 0.83618993]
19.477821826934814,[0.55229559 0.78645039]
15.869857788085938,[0.55238114 0.78625923]
19.491965293884277,[0.53243048 0.83619684]
19.43183994293213,[0.53247365 0.83607618]
22.753065824508667,[0.5523289 0.7863727]
16.10296869277954,[0.53249739 0.83600993]
15.993129253387451,[0.53246962 0.83608801]
18.878515005111694,[0.7375801  0.51802756]
19.329349040985107,[0.55236239 0.78629758]
22.49616265296936,[0.55232165 0.78639417]
22.652508020401,[0.27008534 1.60777357]
19.327175855636597,[0.55235684 0.78630723]
19.416781902313232,[0.41263942 1.00885932]
19.342447757720947,[0.53258767 0.83576329]
22.328226327896118,[0.55233226 0.78636874]
19.574727773666382,[0.53243324 0.83618955]
19.725430250167847,[0.55237729 0.78626202]
16.101962327957153,[0.55234749 0.78632857]
23.136868953704834,[0.55231131 0.78641535]
19.572494745254517,[0.53241323 0.83624315]
19.856252670288086,[0.55239161 0.78622864]
26.496988534927368,[0.55233258 0.78636746]
16.02048659324646,[0.53243149 0.83618483]
19.214320182800293,[0.53242859 0.83620006]
19.357104063034058,[0.55237946 0.78626344]
19.67855215072632,[0.53240334 0.83627244]
22.436912059783936,[0.53244023 0.8361698 ]
19.478455543518066,[0.55234812 0.78632822]
19.532739639282227,[0.55237515 0.78626439]
16.052916288375854,[0.55238726 0.78624394]
16.067208766937256,[0.53247416 0.83607598]
19.81370735168457,[0.55228552 0.7864681 ]
16.185333013534546,[0.55237291 0.78626663]
19.58531093597412,[0.53241158 0.83624906]
22.64370584487915,[0.55235239 0.78631845]
22.491315126419067,[0.53241753 0.83623036]
22.742193937301636,[0.55236008 0.78629796]
16.507641077041626,[0.55234583 0.78633417]
19.83064579963684,[0.55232335 0.78639097]
16.579570055007935,[0.53643346 0.82534751]
19.797481298446655,[0.53244391 0.83615932]
16.822980880737305,[0.55231519 0.78640281]
27.350996255874634,[0.55231572 0.78640464]
19.92343831062317,[0.55232188 0.78638402]
19.507375478744507,[0.53242479 0.83621135]
19.75664710998535,[0.55235292 0.78632022]
20.224019765853882,[0.5523507  0.78632056]
20.30729913711548,[0.55237932 0.78623442]
19.45839238166809,[0.55235104 0.78632515]
