runtime_sec,len_scale
35.0843403339386,[0.55236646 0.78628853]
20.935001134872437,[0.55238877 0.78624121]
46.009233713150024,[0.55238722 0.78624485]
37.22252035140991,[0.55238958 0.78624025]
30.812581300735474,[0.55238906 0.78624056]
42.12532567977905,[0.55235077 0.78632551]
26.92575478553772,[0.55238353 0.78625136]
21.34141516685486,[0.5523875 0.7862431]
27.406435012817383,[0.55238829 0.78624252]
45.67019248008728,[0.55236363 0.78629866]
17.19969153404236,[0.55238768 0.78624342]
27.055805444717407,[0.55238738 0.78624387]
21.67877745628357,[0.55238921 0.78624004]
31.79837441444397,[0.55238272 0.78625553]
21.08094358444214,[0.55237829 0.78626503]
31.5873544216156,[0.55239058 0.7862365 ]
42.25692915916443,[0.55238888 0.78624028]
30.294063329696655,[0.55238879 0.78623668]
38.396294593811035,[0.53240428 0.83626922]
27.857033014297485,[0.55238559 0.7862493 ]
30.503215789794922,[0.5523831  0.78625401]
36.54659605026245,[0.55238952 0.78623959]
30.963528156280518,[0.5523828  0.78625499]
24.76520299911499,[0.55239049 0.78623704]
27.89972710609436,[0.55238814 0.78624311]
17.66484022140503,[0.55238747 0.78624296]
34.41327261924744,[0.55238891 0.7862409 ]
37.35228133201599,[0.55238829 0.78624116]
42.94060921669006,[0.55232143 0.78639199]
27.555275678634644,[0.55234712 0.78633658]
25.045696258544922,[0.55235532 0.78631588]
38.36374497413635,[0.55238987 0.78623891]
27.82990837097168,[0.53240253 0.83627424]
30.490482568740845,[0.53240408 0.83627034]
23.506298065185547,[0.55238876 0.78624188]
45.747023820877075,[0.55238691 0.78624424]
24.044790744781494,[0.55236464 0.78629472]
36.38364338874817,[0.5523834  0.78625362]
395.5065064430237,[0.55238692 0.78624518]
34.39400601387024,[0.55238847 0.78624153]
34.76891756057739,[0.55238711 0.78624439]
34.11768960952759,[0.55238851 0.78624228]
38.07447648048401,[0.53240532 0.83626569]
21.065120220184326,[0.55237682 0.78626716]
30.87421417236328,[0.55239048 0.78623705]
31.217778205871582,[0.53240194 0.83627591]
34.92099046707153,[0.55239088 0.78623658]
24.56553626060486,[0.55239012 0.7862383 ]
40.14339542388916,[0.55238833 0.78624038]
24.37777829170227,[0.55238776 0.7862419 ]
45.270230770111084,[0.53241415 0.83624223]
21.725207090377808,[0.53242208 0.83622032]
30.81555414199829,[0.53240754 0.83626099]
39.12029790878296,[0.53240973 0.83625487]
20.860769510269165,[0.53240942 0.83625326]
24.025527715682983,[0.55238814 0.78624293]
27.564971923828125,[0.55238896 0.78624144]
27.082579612731934,[0.5523749  0.78627253]
27.5982449054718,[0.55238853 0.78624031]
31.289844036102295,[0.53240399 0.83627016]
23.879526376724243,[0.55238235 0.78625605]
27.306980848312378,[0.55238997 0.78623894]
21.16723895072937,[0.55237792 0.78625751]
28.134719371795654,[0.55238761 0.78624372]
28.53225040435791,[0.55238726 0.78624474]
42.80145525932312,[0.55236856 0.78627618]
57.00304102897644,[0.5523758  0.78627165]
31.190258502960205,[0.55238214 0.78625614]
27.33847999572754,[0.55238612 0.7862475 ]
35.49109673500061,[0.55238863 0.78624177]
31.929245233535767,[0.53242014 0.83622199]
38.0954155921936,[0.53240367 0.83627062]
35.4806809425354,[0.53240897 0.83625425]
24.840840339660645,[0.55238768 0.78624321]
34.24128246307373,[0.53241418 0.83624239]
46.27144932746887,[0.55239078 0.7862368 ]
49.4267315864563,[0.55239062 0.78623601]
27.736780405044556,[0.55238526 0.78624964]
27.601983070373535,[0.55239032 0.78623828]
31.639588356018066,[0.53241576 0.8362385 ]
33.7148642539978,[0.55238864 0.78624126]
38.389705657958984,[0.55239059 0.7862372 ]
25.16038179397583,[0.53240301 0.83627274]
35.032978773117065,[0.55238796 0.7862426 ]
26.962726593017578,[0.55238868 0.7862412 ]
20.692330598831177,[0.55238951 0.78623621]
27.04512858390808,[0.55238858 0.78624187]
25.13243556022644,[0.55238771 0.78624295]
38.90875697135925,[0.55238601 0.78624766]
17.055965662002563,[0.55239026 0.78623788]
27.6278235912323,[0.53242039 0.83622228]
41.28641676902771,[0.55238798 0.7862433 ]
35.68329071998596,[0.55238526 0.78624616]
27.36368417739868,[0.53241954 0.83622669]
31.38806438446045,[0.55238988 0.78623434]
27.046874046325684,[0.55238945 0.78624072]
31.24545669555664,[0.55238378 0.78625316]
28.061891555786133,[0.55238975 0.78623899]
30.921371698379517,[0.5523757  0.78627055]
24.76345443725586,[0.5523894  0.78623964]
