runtime_sec,len_scale
19.894100427627563,[0.55236829 0.78629189]
28.01590323448181,[0.53722123 0.82326568]
22.832046270370483,[0.5523542  0.78631873]
24.250497102737427,[0.53244465 0.83615657]
19.927661657333374,[0.55230446 0.78642984]
26.183551788330078,[0.27007878 1.6077446 ]
26.263723611831665,[0.27009208 1.60770242]
29.654992818832397,[0.19412756 1.90824897]
23.780997276306152,[0.55238142 0.78625452]
18.78749108314514,[0.27009315 1.60777065]
25.867744207382202,[0.19413665 1.90823994]
22.1157169342041,[0.27007796 1.60780731]
22.484349012374878,[0.27009899 1.60758612]
23.83220934867859,[0.55233276 0.7863695 ]
28.45352268218994,[0.53241793 0.83622769]
23.77083706855774,[0.53241158 0.83624901]
22.701146125793457,[0.19411802 1.90816223]
19.472748041152954,[0.55235548 0.78631884]
27.599761247634888,[0.53245637 0.83612623]
19.4960458278656,[0.53244455 0.8361576 ]
18.941200017929077,[0.27009916 1.60768585]
18.694732189178467,[0.27008695 1.60775939]
18.905097484588623,[0.53241061 0.83625081]
26.790767908096313,[0.60378183 0.68186693]
19.18149471282959,[0.53240567 0.8362662 ]
22.53297448158264,[0.53257276 0.83579912]
26.61959743499756,[0.27008826 1.60776095]
23.59181499481201,[0.53240201 0.83627403]
23.02733278274536,[0.55234229 0.78634428]
23.36242151260376,[0.55239015 0.7862332 ]
16.43986415863037,[0.55235824 0.78630557]
22.39656400680542,[0.27008621 1.60771568]
22.784462451934814,[0.27008966 1.60765493]
26.727253675460815,[0.37937489 1.42736322]
24.0748348236084,[0.53240288 0.83627148]
22.234288692474365,[0.55237716 0.78626644]
22.89686870574951,[0.5523148  0.78640519]
21.6188907623291,[0.27009538 1.60771205]
22.88527822494507,[0.55234628 0.78633546]
19.69547724723816,[0.55238188 0.78624806]
22.108859300613403,[0.2700884  1.60777958]
22.68857455253601,[0.55235863 0.78630915]
21.997596979141235,[0.60382707 0.68186585]
19.588273286819458,[0.5523038  0.78642934]
23.116446256637573,[0.53244938 0.83614449]
30.30193829536438,[0.27009298 1.60773753]
23.752448081970215,[0.55238791 0.78623552]
23.36211133003235,[0.53244813 0.83614642]
19.65770149230957,[0.5523249  0.78638604]
23.06216049194336,[0.55231139 0.78641309]
22.38433074951172,[0.27010057 1.60770637]
27.577484369277954,[0.55233363 0.78635817]
22.60487699508667,[0.27009782 1.60763883]
26.63175129890442,[0.5523777  0.78626581]
18.587592601776123,[0.55237542 0.78626604]
30.48947238922119,[0.19413254 1.908298  ]
23.54418182373047,[0.53777285 0.82181791]
20.32767105102539,[0.27008918 1.60778843]
26.81643056869507,[0.13504119 1.65624721]
27.949649810791016,[0.55237847 0.78626054]
23.891332626342773,[0.55238265 0.78624713]
26.137359380722046,[0.37936602 1.42738848]
26.868268489837646,[0.55236755 0.78628416]
25.920917987823486,[0.37929885 1.42740184]
27.3103609085083,[0.55236174 0.78629761]
22.55584216117859,[0.53242126 0.83622304]
22.121168613433838,[0.37936479 1.42735668]
24.499050617218018,[0.53243922 0.83617237]
23.951955795288086,[0.55234932 0.78633009]
33.23893880844116,[0.53243969 0.83617179]
22.430112600326538,[0.37944132 1.42734065]
20.88199543952942,[0.55224509 0.78656647]
23.106892347335815,[0.55236554 0.78629432]
34.17237949371338,[0.55238991 0.78623972]
29.69702124595642,[0.55237692 0.78626481]
19.71979832649231,[0.37929389 1.42742271]
15.267474889755249,[0.19413136 1.90827694]
25.00012469291687,[0.27008716 1.60768604]
18.679078817367554,[0.37937063 1.42738475]
22.839646816253662,[0.55236834 0.78628785]
26.290265798568726,[0.37938188 1.42735953]
23.93532633781433,[0.55234108 0.78635029]
26.09926128387451,[0.27008623 1.60773752]
23.23158574104309,[0.27008685 1.60774701]
19.33411192893982,[0.53242324 0.83621776]
24.173813343048096,[0.53244439 0.83615736]
19.176178216934204,[0.55232115 0.78639574]
30.825745344161987,[0.27010551 1.60766291]
23.769002199172974,[0.55234715 0.78633259]
23.273590564727783,[0.53244046 0.83616978]
22.44293737411499,[0.27008183 1.60781922]
19.4564471244812,[0.55232869 0.78637381]
23.356791257858276,[0.53279952 0.8351777 ]
25.447682857513428,[0.39046123 1.39146424]
19.894221544265747,[0.19412763 1.90823321]
19.00804090499878,[0.53241293 0.83624184]
23.74340581893921,[0.55237646 0.78626921]
26.02756905555725,[0.27009154 1.60779907]
27.709919691085815,[0.53240737 0.83626036]
23.03158688545227,[0.55235054 0.78632732]
