hyperparameter,loss_score,0.67std_percent_known,1std_percent_known,1.96std_percent_known,0.67std_percent_fit_rand,1std_percent_fit_rand,1.96std_percent_fit_rand,coeff_known_pull,coeff_known,coeff_GP_pull_rand,coeff_GP_rand,runtime_seconds
[0.31920282 0.40763291],0.227,0.4642857142857143,0.5714285714285714,0.8571428571428571,0.5357142857142857,0.5714285714285714,0.8571428571428571,"[ 0.46568956 -0.17702138 -0.46737515  1.8498703   0.74324789  0.39461953
  0.63278368  0.33293828  0.28141668  0.91393701 -1.88325412 -0.98744852]","[-0.38805214  1.40001684  0.4024753   0.4919017   1.79962743  0.74999998
  0.4907073   1.79999999  0.67264165 -0.374902    1.4         0.41862019]","[ 0.58219701 -3.21703397  0.18237034  2.3705627  -0.59385731  0.54179022
  3.0692699  -0.03629581  0.58636991  0.55756085 -1.9243996  -0.35126928]","[-0.38433524  1.4         0.42550518  0.53904415  1.40031694  0.74999971
  0.56261241  1.69694944  0.7499924  -0.4207098   1.40000001  0.50696765]",18.674467849999996
[0.1831259 0.5349318],0.161,0.3333333333333333,0.5,0.9166666666666666,0.4583333333333333,0.5833333333333334,0.8333333333333334,"[ 3.13008149  3.93004243 -3.40376903 -3.60779067 -0.90558889 -0.743455
  0.12417736  1.08888511 -6.33792499 -2.48840542 -0.45208868 -0.77850979]","[-0.34969231  1.59124029  0.44941206 -0.00773908  1.40000006  0.25000003
 -0.09368925  1.72019655  0.25        0.17315117  1.41042775  0.31801969]","[ 1.37020158  2.52394994 -1.51673439 -4.79147197 -0.08374202 -1.05076334
  0.44317191  1.05106058 -0.89545765 -9.13971517 -1.27581001 -0.89417241]","[-0.39523674  1.59004793  0.52153986 -0.02209832  1.6978492   0.2500011
 -0.0825147   1.72535085  0.25627725  0.12538187  1.47398582  0.25127553]",18.709810068000003
[0.22189962 0.53543338],0.186,0.5714285714285714,0.6785714285714286,1.0,0.42857142857142855,0.6428571428571429,0.9642857142857143,"[-0.72313655  1.12543626 -0.19393118  0.79088047 -0.07956406 -0.49118966
 -0.26547514  0.94840145  0.80397982  0.16146003 -0.72645831  0.53300998]","[0.10119258 1.63043668 0.43182757 0.01051947 1.40000004 0.25000051
 0.33811902 1.6020347  0.27023921 0.07294465 1.40006764 0.74673658]","[ 3.9488657   0.52886107  0.80975672  0.85101219  1.08617412 -0.50945288
  0.88311704  1.12366754  1.57477404  1.81489645  0.6873176  -0.51669816]","[ 0.1698674   1.71366137  0.74997856 -0.00616513  1.799997    0.25000568
  0.3910597   1.61986175  0.33331561  0.02159986  1.8         0.25010308]",18.597594005000005
[0.30329179 0.40882847],0.234,0.3181818181818182,0.7272727272727273,0.9545454545454546,0.5454545454545454,0.8181818181818182,1.0,"[-2.42897541  1.73038187 -2.45819721 -3.02554448  1.73185709 -1.01470936
 -1.74288341 -1.29787756 -0.58579887 -0.36611968 -0.06495413  1.39327926]","[ 0.26731478  1.45104732  0.25838078  0.15254599  1.54669404  0.26193759
 -0.0496834   1.4         0.25000016 -0.73403001  1.53594325  0.69818818]","[-1.56578144  0.9806059  -2.06045746 -1.77713959  0.66982032 -3.77919518
 -0.54036953 -1.18657987  0.56743366 -0.42613889 -0.16938517  0.44325954]","[ 0.26980754  1.44353405  0.25766814  0.16962269  1.50914468  0.26940054
 -0.04218451  1.40000077  0.74410152 -0.45125325  1.53754814  0.44253283]",16.54176676
[0.25051278 0.41323646],0.296,0.5862068965517241,0.7586206896551724,0.9310344827586207,0.7241379310344828,0.896551724137931,1.0,"[ 0.46884     0.3742236   0.13704351  0.14553173  1.22733368 -0.1323748
  0.47010434 -0.17665436 -0.65482585  0.06632724  0.05339849  0.04236009]","[ 0.10085004  1.79986598  0.74999761 -0.66615001  1.49007373  0.29682516
 -0.084998    1.43067969  0.25        0.61527091  1.76166306  0.5705747 ]","[-0.10385449 -0.52434965  0.11530325 -0.59350702  0.2428722   0.47754222
 -0.2613427  -0.10970014 -0.14722231 -0.66619946 -0.61245453 -0.63779303]","[ 0.08289751  1.57957425  0.71978194 -0.70987045  1.47960271  0.31537205
 -0.10032124  1.40002731  0.25005332  0.45357983  1.68378391  0.43474925]",21.632180667
[0.207251   0.63959866],0.204,0.43478260869565216,0.6521739130434783,1.0,0.5217391304347826,0.7391304347826086,0.9565217391304348,"[-3.99900018 -0.54154862 -3.74225473 -0.07761027 -2.32142033 -0.46952427
 -0.35202707 -0.06637481 -0.81538856 -0.60294143  0.77850916  0.02897534]","[ 0.18532967  1.6111338   0.3222574  -0.43201563  1.67749648  0.29362975
  0.27945574  1.68708662  0.42120279  0.10208982  1.79999998  0.40690839]","[-2.17279654  0.29915952 -2.32673181 -0.57289471 -1.51620697  0.87445687
  0.23438171  0.28336562  0.17777046 -1.27712335  3.72381687 -0.47552768]","[ 0.19323972  1.63603189  0.34346381 -0.45070167  1.69090536  0.33231343
  0.37176021  1.79998803  0.63096779  0.12246026  1.79999999  0.25000002]",12.303653580000002
[0.32262128 0.47890232],0.169,0.6,0.7,0.9,0.6,0.8333333333333334,0.9666666666666667,"[-1.18942253 -1.03196629 -0.58504934  0.1951915   0.31212825 -0.12594658
 -2.15100832 -1.01616727 -1.95719249  2.80608987  0.70636757 -0.93768297]","[ 0.32050085  1.54234312  0.2550852   0.13296264  1.79999984  0.48231411
  0.20438307  1.57966973  0.37985911 -0.06885396  1.63950024  0.25      ]","[-0.18526141  0.74900736  0.41100129  1.00029209 -1.04902035  0.72330513
 -1.15867401  0.24088126 -1.60075794  3.68030515  1.6825401  -1.14784816]","[ 0.33094646  1.55969835  0.26918729  0.16801024  1.40005415  0.74934628
  0.240665    1.70109884  0.41017275 -0.07024297  1.70211088  0.25009311]",16.15196448400002
[0.37772983 0.85783375],0.188,0.6818181818181818,0.7727272727272727,0.9545454545454546,0.45454545454545453,0.7727272727272727,1.0,"[-0.21860028 -0.74016067  0.03144674  0.46917062 -0.5636657  -0.57880511
 -2.28370748 -0.34105193  0.51986505 -0.31639888 -0.11870156 -2.75966483]","[ 0.7051669   1.52630603  0.74999962 -0.15436471  1.40000001  0.35686068
 -0.55034343  1.44597303  0.74996257  0.32513038  1.69365817  0.3033163 ]","[-0.61277744 -0.96391529  0.02543576  0.23481037  0.32949152 -0.83079291
 -3.48377681 -0.32029294  0.53336715  0.25303682 -0.31074169  0.38865413]","[ 0.69929906  1.51675811  0.74999999 -0.1753067   1.60629722  0.33950555
 -0.56210714  1.49691453  0.74999666  0.46282514  1.61091955  0.66334153]",15.593227735000028
[0.32807591 0.43010384],0.147,0.6,0.7,0.9666666666666667,0.6666666666666666,0.8333333333333334,0.9333333333333333,"[ 1.32047561 -0.52230197 -1.14692211  0.78768007 -0.7579213  -0.32177474
 -1.71805261  0.41011485 -0.79474325 -4.67046833 -1.2177851  -5.91974941]","[-0.21976841  1.5757332   0.36679809  0.10957804  1.63038964  0.25000039
  0.12962381  1.60134536  0.25730729  0.50983217  1.67147075  0.33481144]","[ 4.68539286 -1.20612445 -5.554661    0.57498852 -0.77558298 -0.09207513
  0.70426947  0.61894948  0.35237968 -1.69525418 -0.86461586 -1.78663883]","[-0.17268045  1.56773067  0.27447581  0.12095308  1.40000244  0.32836249
  0.32818439  1.79999997  0.66652009  0.57408602  1.64985941  0.42636424]",13.052895435999972
[0.25370585 0.55677923],0.202,0.52,0.68,0.96,0.36,0.56,0.96,"[ 0.36881263  0.06361131 -0.43924287  0.48517552  0.58437596  0.01407464
 -2.73630752 -0.24327087 -2.86414452 -1.33394827 -1.6417043   1.30730578]","[-0.52370008  1.55556338  0.62866202  0.97354224  1.76080645  0.7499999
  0.6933742   1.78024511  0.42310726 -0.4749214   1.56280627  0.3295543 ]","[-2.05538494 -0.07281636  0.16346298 -0.02307336  1.06492442 -0.18609843
 -4.54540194 -1.52056046 -4.75359426 -0.68460668 -0.78452714  0.94943634]","[-0.61650615  1.54529279  0.74978178  0.90990869  1.70463803  0.66666489
  0.64264847  1.74575306  0.38260967 -0.53584672  1.52348395  0.42086975]",14.797591830999977
