hyperparameter,loss_score,0.67std_percent_known,1std_percent_known,1.96std_percent_known,0.67std_percent_fit_rand,1std_percent_fit_rand,1.96std_percent_fit_rand,coeff_known_pull,coeff_known,coeff_GP_pull_rand,coeff_GP_rand,runtime_seconds
[0.01567653 0.34002656],21.42314489024225,0.5302593659942363,0.6801152737752162,0.968299711815562,0.861671469740634,0.9106628242074928,0.9913544668587896,"[-0.95537113 -0.853228    0.20217235 -0.71439927 -0.30889885  1.08962832
  0.87292442  1.34276692 -2.80669804 -1.65560319  1.13935369  1.17616651]","[ 0.41241313  1.64535258  0.51722521 -0.23298348  1.41825882  0.74285017
 -0.99999992  1.45752078  0.67998741 -0.18426334  1.75862308  0.31762696]","[-1.11503973 -1.10333821 -0.24916863 -0.14739704 -0.28960057  0.26801615
  1.02458218  1.6367623  -2.10299705  0.68435517  0.17465486 -0.38394019]","[ 0.40419701  1.63722729  0.50582971 -0.15817178  1.49146742  0.50515222
 -0.99999999  1.4872669   0.67829985 -0.14157807  1.72397954  0.25      ]",265.45924162864685
[0.06203112 0.20825657],23.548976541669187,0.4622093023255814,0.6540697674418605,0.9331395348837209,0.3546511627906977,0.4738372093023256,0.7325581395348837,"[ 1.9989112  -1.30471676  0.8330761  -3.34027203  1.25549307  1.0322424
  0.0829315   0.39112372 -0.15716364  5.73839472 -0.65295737 -0.66438677]","[ 0.20491352  1.44233633  0.57270126 -0.27408097  1.72875926  0.30150871
 -0.03560296  1.8         0.58145982  0.8498111   1.62615731  0.33496285]","[ 1.79307973 -0.83363108  0.44859991 -2.22914248  1.84996191 -0.08236
  0.14076178  0.73404166 -0.43248352  5.67577264 -1.86608182 -0.0463354 ]","[ 0.19537327  1.46456554  0.54369245 -0.2634766   1.73759464  0.28475848
 -0.03450115  1.79998727  0.48627967  0.86130626  1.61781101  0.34080686]",176.07789087295532
[0.01959121 0.30192458],20.05796524579821,0.5089820359281437,0.7125748502994012,0.9461077844311377,0.8892215568862275,0.9221556886227545,0.9970059880239521,"[ 3.19653954 -0.66630389 -3.33901463  0.6210774   1.41743727 -0.98838776
 -0.18136514  0.37149804  0.09143447 -1.21972062 -0.13407607  0.75817244]","[-0.14268271  1.6028572   0.4808353  -0.47901911  1.47316407  0.59817149
 -0.51490743  1.49140607  0.74999972 -0.4597493   1.40000011  0.59417665]","[ 3.037822    0.03034061 -2.78844626 -0.2927615   0.85242717  0.17363504
 -0.03825512 -0.96142555  0.0071959  -1.57514216  0.10598535  2.05302155]","[-0.13251548  1.61990241  0.45550277 -0.5281862   1.50431871  0.74919355
 -0.51398323  1.40000588  0.74571845 -0.48148863  1.43160639  0.73881411]",170.27364444732666
[1.15099135 0.0302545 ],33.99102345210916,0.5103857566765578,0.6795252225519288,0.9584569732937686,0.16913946587537093,0.2314540059347181,0.4599406528189911,"[-5.36863722 -0.81148766 -1.27669625 -0.41403142  0.66526747  0.89137727
 -2.78956192 -1.69409882  0.35177826  0.10467622 -0.13030623  0.29493962]","[ 0.72033628  1.59709285  0.60828448 -0.22803831  1.65247315  0.54000111
 -0.56090031  1.59734554  0.74999932 -0.31614639  1.40000099  0.67690364]","[-3.27694162  0.14058829  0.1332297  -0.06305441 -0.80330752  0.62303839
 -1.21259288 -1.73910014  0.30272522  0.85205254 -0.12919345 -0.53302576]","[ 0.74791287  1.60494428  0.63946526 -0.21548543  1.57905419  0.52841233
 -0.56731034  1.59683398  0.74822271 -0.26198605  1.4083802   0.55381842]",200.0504128932953
[0.03608605 0.2517001 ],22.771940762884345,0.5294117647058824,0.6970588235294117,0.9382352941176471,0.788235294117647,0.8970588235294118,0.9882352941176471,"[ 1.34874303 -0.5623775  -1.30053597 -0.16693334 -0.18971347  0.02026961
 -2.58041197 -2.52777342 -3.05346694  0.88448546 -0.06933465 -0.98521731]","[-0.06238795  1.5841963   0.49041548 -0.5524656   1.48295737  0.36029637
  0.23655621  1.71514574  0.37047785 -0.34143898  1.40000359  0.55947733]","[ 2.78429986 -0.3725804  -3.23279444  0.5380032  -0.06855969 -0.69345995
 -2.92562228 -1.63412831 -3.71947248  2.62186893 -0.08452288 -3.41121025]","[-0.05060465  1.59675753  0.35828599 -0.5354179   1.48362925  0.34570083
  0.20459578  1.71440258  0.31697487 -0.27914752  1.40000018  0.40552837]",174.49356818199158
[0.0433005  0.34357073],27.761858277937762,0.5578635014836796,0.7210682492581603,0.9643916913946587,0.6468842729970327,0.7922848664688428,0.9821958456973294,"[ 1.11921634 -0.99340263  0.63170894 -1.01504736 -1.0526402   1.09731486
 -0.62741487  0.37321872 -2.37180791 -1.30639766 -0.10629459  0.10817734]","[-0.60993305  1.40486567  0.53862435 -0.33903473  1.43230831  0.6198629
  0.05515216  1.67039565  0.31177761 -0.30098928  1.44342539  0.74888302]","[ 1.57687125 -0.31726587 -0.15768135  0.00710034  0.11842687  0.32060247
  0.07581516  0.33154722 -0.47844307 -1.45244657  0.86879248  0.12473095]","[-0.59519221  1.41296179  0.52327921 -0.28465086  1.50513418  0.54227412
  0.06482998  1.75319917  0.41407111 -0.2857124   1.61548942  0.74996071]",171.72826409339905
[0.27213142 0.06122427],22.972571357988812,0.4940119760479042,0.6616766467065869,0.9550898203592815,0.46107784431137727,0.6137724550898204,0.9011976047904192,"[ -5.60476689  -1.95648984   2.63077918   0.83642308  -0.89629572
  -0.56677543 -12.34959908  -0.5036907    0.4566016    0.69456846
   1.41611057  -1.14729377]","[-0.35962744  1.40000012  0.65728634  0.37738788  1.73305911  0.52282703
 -0.51001032  1.60916745  0.74997871  0.19011575  1.45801158  0.31106572]","[-2.39818405 -1.36579141  1.25441325  1.63098646  0.09900954  0.41925515
 -0.70835937 -0.9002536   0.26525783  1.12993456  1.38969468 -1.06496775]","[-0.34919642  1.42262837  0.64454773  0.42704013  1.79865995  0.59056134
 -0.39526754  1.60532818  0.57820222  0.19879283  1.45911502  0.32075197]",169.30152821540833
[0.07204275 0.21007478],23.324059051528987,0.4666666666666667,0.6696969696969697,0.9333333333333333,0.37272727272727274,0.5303030303030303,0.8090909090909091,"[10.36329675  0.29500173 -1.19488536  4.3074574   0.10627716 -0.57582801
  1.99513391  0.55967478  0.24504659  8.83171519  2.56591399 -4.76532254]","[-0.11086447  1.56903309  0.28213868 -0.17858869  1.49469297  0.29965125
 -0.44174386  1.5443244   0.74983755 -0.26811238  1.50745143  0.38282528]","[14.33415042  4.03396372 -3.25688371 -1.94395624 -0.24627676  4.57569884
  1.54326232  3.04826533  1.37921992  1.74839769 -1.71303212  1.23765072]","[-0.10702447  1.59362056  0.26673217 -0.26104323  1.40010586  0.48027809
 -0.4234511   1.66733428  0.71719797 -0.46009781  1.40064825  0.72179429]",155.56037092208862
[0.0699391  0.21057897],20.34692768627122,0.5614035087719298,0.7251461988304093,0.956140350877193,0.5292397660818714,0.7076023391812866,0.9707602339181286,"[-2.56158322 -0.10324513  0.6938658   0.6432228   0.73182743  0.07473808
 -1.13015996 -0.22942044 -0.26378507  0.30015281 -1.0501828  -1.14192474]","[-0.19436901  1.67027197  0.33922562  0.02841876  1.8         0.35408382
 -0.29769451  1.72462527  0.3240332  -0.52995391  1.6083207   0.40957249]","[-2.08951004 -0.93154652  0.26443276  0.67089448  0.61327748  0.43477429
 -0.52722014 -0.49821434 -0.60988758  1.70833378 -0.46145185 -2.71776285]","[-0.19127492  1.66445853  0.33358611  0.04155367  1.79999989  0.49203441
 -0.28687234  1.72116683  0.3173706  -0.49473833  1.62006373  0.37780494]",178.27662658691406
[0.08932625 0.15856596],25.583966086461295,0.4797687861271676,0.6820809248554913,0.9450867052023122,0.1069364161849711,0.1676300578034682,0.31213872832369943,"[24.78688048 -1.53778315  0.440651   -4.17232695  0.9736878  -0.9437256
 -2.83580844  1.65744647 -0.26322911 -7.1716596  -0.61722408  0.54830629]","[-0.25582487  1.65702111  0.28147305  0.14915565  1.74310661  0.36464275
  0.22036972  1.63516233  0.42611175  0.50388505  1.42331819  0.31007176]","[24.5886052  -1.45427108  1.69461923 -2.76387506  1.02207166 -0.47235742
  0.37223225  0.73374499  0.93121531 -7.34823506 -0.5489656   0.33950454]","[-0.26059293  1.6579557   0.2875683   0.16053708  1.74829951  0.38162297
  0.33321593  1.63222916  0.68271704  0.51123984  1.42467272  0.30646213]",182.9642152786255
