hyperparameter,loss_score,0.67std_percent_known,1std_percent_known,1.96std_percent_known,0.67std_percent_fit_rand,1std_percent_fit_rand,1.96std_percent_fit_rand,coeff_known_pull,coeff_known,coeff_GP_pull_rand,coeff_GP_rand,runtime_seconds
[0.12835895 0.82620815],13.385758243155387,0.5192307692307693,0.7115384615384616,0.9807692307692307,0.5769230769230769,0.7692307692307693,0.9230769230769231,"[-0.55760878 -0.907005    1.94923147  1.19923731 -0.03267295 -0.21199844
  0.37504953 -0.70171904  0.37905191  0.41343895  0.03117662  0.14685154]","[-0.18756852  1.40000009  0.44636732 -0.08490314  1.4         0.25000087
  0.81057487  1.52361446  0.69510565 -0.36800821  1.57041158  0.47579334]","[ 1.11523754 -1.30139383 -1.0847687  -0.01394925 -0.04871331  1.34738395
  2.46345881  0.56387812  0.51704779  1.49325798  1.15299456 -0.81860238]","[-0.15279694  1.4         0.30062855 -0.10347013  1.40000095  0.61656905
  0.88083079  1.79999895  0.74999926 -0.26157549  1.69277682  0.35389537]",8.9150710105896
[0.60513557 0.31299732],19.19970141748555,0.48,0.6,0.96,0.08,0.08,0.18,"[-3.05532925  0.09308927  0.15446941 -1.4767211  -0.39312046 -0.80131673
  2.54413077  0.22906112 -1.44970594 -0.51117578  0.91460247  0.82088829]","[ 0.42715248  1.75527375  0.51861478  0.11854953  1.47252939  0.40753436
 -0.18830248  1.8         0.46602613  0.51590075  1.71244915  0.43986596]","[-2.70236022  0.93375641  0.28116174 -4.40231211 -0.79262508 -3.93117428
  2.83905973  0.06602299  0.14396259 -1.84394939  0.90036513  0.47647827]","[ 0.4363086   1.78760915  0.52622969  0.08787417  1.48887647  0.28880466
 -0.24789848  1.7999999   0.74998661  0.44019492  1.69203321  0.37919902]",8.544274806976318
[0.95976625 0.19679851],14.408146012068759,0.4339622641509434,0.7169811320754716,0.9811320754716981,0.18867924528301888,0.2830188679245283,0.5283018867924528,"[-2.78787407 -0.04919128  0.28391523 -0.99130745 -0.07023264  0.08273018
  0.1657586  -0.47411623 -0.0840936   4.17688272 -0.23034425  0.02520025]","[-0.5405982   1.56230855  0.60410974 -0.14399272  1.4000001   0.43313834
  0.25328953  1.40000001  0.59495431  0.61701607  1.73503317  0.27400554]","[-1.85320513  0.07771078 -0.52331637  0.68041382  2.05715041 -4.26692902
 -0.47684324 -1.18083999 -1.55026006  5.34299562  2.20625272  3.02542494]","[-0.50658608  1.56556964  0.55432091 -0.09625255  1.52129255  0.25000002
  0.20000285  1.44784225  0.38606761  0.73470246  1.78948633  0.35225941]",9.485666036605835
[0.24891311 0.35473399],23.783546863588704,0.4423076923076923,0.6730769230769231,0.9230769230769231,0.5192307692307693,0.6153846153846154,0.9615384615384616,"[ 1.2312513   0.60113023  0.6224194   0.04459437 -0.36658522 -0.05330468
 -0.17165583  0.89309291  0.29408582 -0.39109323 -0.02681289 -1.07873216]","[ 0.45363966  1.75855965  0.52654036  0.29283255  1.43267282  0.70105005
 -0.04479718  1.79982128  0.5685549   0.36059442  1.4         0.43039618]","[ 0.74375959  0.95058988  0.12657249  1.29762456 -0.46445721  0.0704779
 -1.15983835 -0.22071323  0.64269742 -0.18440804  0.0053224  -0.64721372]","[ 0.42499122  1.77560121  0.48876055  0.33036484  1.46929009  0.74999937
 -0.06812554  1.40019604  0.74967393  0.36504164  1.41027281  0.4404904 ]",9.419463396072388
[0.11709078 0.5824733 ],31.066548400660622,0.47058823529411764,0.6078431372549019,0.9411764705882353,0.8235294117647058,0.9607843137254902,0.9803921568627451,"[ 5.43466635  0.23825663  0.68564099  0.85297524  1.18437299 -1.41396687
 -0.66945925  0.43781302  0.4066443  -0.04082423  1.06330955 -0.23869195]","[ 0.18341495  1.62886675  0.74999987 -0.13900964  1.69811771  0.39519707
 -0.44256226  1.5065169   0.39728847 -0.31167049  1.61622061  0.39814312]","[ 0.27173557  0.52249656  0.3457402   4.7930434  -0.44493748 -0.79146541
 -0.32053075 -0.15267004  0.65586622  0.41923733  0.09481123 -0.36639679]","[ 0.15314644  1.8         0.6296545  -0.06787341  1.51087154  0.25001085
 -0.60006742  1.4368737   0.53877929 -0.21793526  1.54013944  0.31105836]",9.414757490158081
[0.15182647 0.82709208],11.046794562054254,0.5102040816326531,0.7551020408163265,0.9591836734693877,0.6530612244897959,0.8367346938775511,0.9591836734693877,"[ 1.37776947 -0.30342442 -0.57558436  0.41319442 -0.73922995  0.55271251
  1.08680968 -1.46822072  0.10876679  0.13428997  0.04258478  0.06039531]","[-0.25831597  1.49761946  0.45615722 -0.54984791  1.58255888  0.2895908
  0.84920258  1.6146635   0.74999925  0.66224567  1.76913985  0.74997984]","[-0.01065115 -0.73250139  0.37879964  0.74916992 -1.07447388 -0.09592917
  0.55926671 -1.34463999  0.0855089  -0.23657264  0.10329047  0.05495567]","[-0.30411977  1.45226873  0.53996596 -0.53521903  1.57882028  0.28022207
  0.83675662  1.57774014  0.74999928  0.64144876  1.8         0.74999094]",8.916176080703735
[0.6761051  0.34804857],11.616967751727639,0.47058823529411764,0.6862745098039216,0.9803921568627451,0.47058823529411764,0.7450980392156863,0.9215686274509803,"[-1.31895712e+00 -8.54058396e-01  4.01929142e-01 -1.28373689e-04
  3.75426937e-01 -1.14979141e+00  1.02416163e+00 -1.27069266e+00
 -4.94389381e+00 -1.05177824e-01  4.60876228e-01 -3.60526744e-01]","[-0.22829887  1.40006803  0.73387476 -0.39276847  1.61212026  0.48408186
 -0.13359262  1.4         0.31923052 -0.25280301  1.50999005  0.42229496]","[-0.90806578 -2.32809196  0.47561268 -0.39416396  0.55154381 -0.54366164
  1.47683031 -0.27209706 -5.62380823 -0.74150843 -0.15312992  0.49498941]","[-0.19008974  1.50128658  0.63147002 -0.43336247  1.62829172  0.5582704
 -0.12992452  1.4         0.32745072 -0.36706187  1.40000006  0.63319967]",9.110481977462769
[0.0061     0.64233669],12.635097584868607,0.4339622641509434,0.6037735849056604,0.8867924528301887,0.9245283018867925,0.9245283018867925,0.9622641509433962,"[ 2.71318677 -0.730514   -2.14000439 -0.76974961  0.13176702 -0.56456628
 -0.59805467  0.31957148 -0.18156915 -3.64612687 -0.55639334 -2.40570193]","[-0.34655731  1.70691661  0.51890503  0.31039531  1.77669251  0.4321842
  0.50059317  1.70248685  0.57114647  0.38547782  1.58641602  0.39082587]","[  3.89090122   0.1586618  -23.05440042  -1.35086885   0.21825779
  -0.66587514  -1.46844899  -0.92161342   0.12070069   0.74526625
  -0.5548122   -0.08925403]","[-0.19820869  1.79952458  0.26071831  0.18293734  1.79999917  0.25000209
  0.41687802  1.40005364  0.69884243  0.93443729  1.40000076  0.65629813]",11.965202331542969
[0.8616446  0.19852423],15.464618805256107,0.4897959183673469,0.673469387755102,0.9591836734693877,0.42857142857142855,0.6326530612244898,0.9795918367346939,"[ 0.7153858  -0.06347229  0.18772533  1.37036488 -1.92382108 -1.65596455
 -0.60911955  1.62580053 -0.71178306  1.24855758 -0.66301432  0.49373287]","[ 0.37353471  1.46565508  0.5572257  -0.1341104   1.47849746  0.3728324
  0.14098702  1.79999983  0.48689375  0.57256444  1.40000001  0.34713718]","[-0.31089065  0.80719944 -1.05980499  0.29980974 -0.67809372 -0.61670767
 -1.68689854  5.83426309 -2.65477307  0.93148284 -0.67736704  0.68517306]","[ 0.3183403   1.50613584  0.47461041 -0.17979754  1.40000795  0.48446215
  0.10580004  1.79999999  0.35107022  0.55614359  1.40000001  0.35806185]",8.93341064453125
[0.04124128 0.65380613],23.159450901797854,0.4117647058823529,0.5882352941176471,0.9215686274509803,0.9215686274509803,0.9803921568627451,0.9803921568627451,"[  3.9541955   -1.80100243   1.526014   187.85692504   5.92466162
 -30.2900545    2.57764404  -7.75239781  -2.45574259   3.17095942
   0.25672293   1.41404621]","[ 0.37368634  1.6043755   0.75       -1.          1.53844539  0.46325973
  0.02241823  1.4         0.25        0.84439234  1.8         0.74999999]","[-0.25395795  0.2584102  -0.25033537  0.29382822  0.65694941 -1.6207376
 -0.14441368  0.54591381  0.83482032 -0.39462549  0.18111786  0.13022883]","[ 0.29700317  1.8         0.61772135 -0.99992217  1.66000675  0.51710587
 -0.05223053  1.7999978   0.74798098  0.55556701  1.79999961  0.74523368]",9.77550983428955
