read_yaml,read_data,len_scale_opt,fill_convex_hull,GP,output_GP,total_time,run
0.0036644935607910156,0.012682676315307617,119.11137104034424,0.6666259765625,3.80222749710083,0.12632012367248535,123.72290468215942,1
0.0037512779235839844,0.004166841506958008,114.97555112838745,0.6700747013092041,3.803988456726074,0.1240701675415039,119.58161282539368,2
0.003615140914916992,0.004292964935302734,115.96796178817749,0.669924259185791,3.801974058151245,0.12398648262023926,120.57176470756531,3
0.0036215782165527344,0.004091978073120117,178.86137986183167,0.7106528282165527,3.809509515762329,0.12380766868591309,183.5130705833435,4
0.0034575462341308594,0.00408935546875,158.0119960308075,0.6783883571624756,3.804508924484253,0.1239476203918457,162.62639808654785,5
0.0037140846252441406,0.004347562789916992,121.43358778953552,0.6853766441345215,3.7977709770202637,0.12405943870544434,126.04886412620544,6
0.0035152435302734375,0.004318714141845703,89.2455644607544,0.6698822975158691,3.798391103744507,0.12384200096130371,93.8455228805542,7
0.0007891654968261719,0.0019545555114746094,68.68249106407166,0.6676023006439209,3.8311665058135986,0.12385296821594238,73.30786442756653,8
0.0008327960968017578,0.0020029544830322266,118.15045714378357,0.6735303401947021,3.7965943813323975,0.12430906295776367,122.74773502349854,9
0.003696918487548828,0.004393100738525391,135.66566133499146,0.6581070423126221,3.7923974990844727,0.12376546859741211,140.24803066253662,10
0.002988100051879883,0.004242897033691406,88.6084976196289,0.6662173271179199,3.7986457347869873,0.12387728691101074,93.20447731018066,11
0.0008323192596435547,0.002034902572631836,162.1245596408844,0.6774804592132568,3.8107364177703857,0.12392115592956543,166.7395725250244,12
0.0035169124603271484,0.0040760040283203125,115.91324305534363,0.6714456081390381,3.8152058124542236,0.12419819831848145,120.53169369697571,13
0.003502368927001953,0.004364490509033203,135.87238383293152,0.6819944381713867,3.801034927368164,0.12409639358520508,140.48738408088684,14
0.0034966468811035156,0.004366636276245117,116.36303067207336,0.665489673614502,3.7946724891662598,0.12408018112182617,120.95514512062073,15
0.0036191940307617188,0.004582881927490234,75.72640943527222,0.6706583499908447,3.8213911056518555,0.1313614845275879,80.3580310344696,16
0.0008115768432617188,0.001890420913696289,116.29125356674194,0.6735787391662598,3.811633586883545,0.1233971118927002,120.90257215499878,17
0.0036525726318359375,0.004186868667602539,136.75770926475525,0.6774337291717529,3.8070054054260254,0.12415528297424316,141.3741512298584,18
0.0032711029052734375,0.004464626312255859,117.94476294517517,0.6626651287078857,3.8083624839782715,0.12717127799987793,122.55070543289185,19
0.0033521652221679688,0.0041065216064453125,92.9763753414154,0.662421464920044,3.8042874336242676,0.12396788597106934,97.57451844215393,20
0.0037517547607421875,0.004329204559326172,135.8146231174469,0.6805853843688965,3.8147101402282715,0.1261756420135498,140.44418215751648,21
0.003663778305053711,0.004158973693847656,114.04061245918274,0.6698408126831055,3.804419755935669,0.12413454055786133,118.64683818817139,22
0.0034074783325195312,0.003972291946411133,91.61642670631409,0.6687576770782471,3.801140785217285,0.12377333641052246,96.21748661994934,23
0.0035295486450195312,0.00420379638671875,89.68812084197998,0.6723864078521729,3.806065082550049,0.12382173538208008,94.29813504219055,24
0.0008203983306884766,0.0018606185913085938,89.15644025802612,0.6674613952636719,3.807598352432251,0.1239464282989502,93.75813555717468,25
0.0037398338317871094,0.004361629486083984,92.49344611167908,0.6628289222717285,3.8037590980529785,0.12391114234924316,97.09205412864685,26
0.0036759376525878906,0.004175424575805664,136.59603357315063,0.664970874786377,3.806016206741333,0.12385344505310059,141.19873356819153,27
0.00356292724609375,0.00410914421081543,157.97932815551758,0.6628689765930176,3.8128881454467773,0.12411212921142578,162.58687782287598,28
0.0032253265380859375,0.004004955291748047,90.64971661567688,0.6647241115570068,3.801029920578003,0.12343907356262207,95.24614715576172,29
0.000820159912109375,0.0019643306732177734,135.0093710422516,0.6648256778717041,3.797633171081543,0.12416958808898926,139.59879088401794,30
0.0035676956176757812,0.004312753677368164,91.79295420646667,0.6668684482574463,3.7959041595458984,0.12405085563659668,96.38766622543335,31
0.0007729530334472656,0.0019452571868896484,139.0627191066742,0.6869418621063232,3.8047845363616943,0.12403249740600586,143.68120503425598,32
0.0035009384155273438,0.004030466079711914,73.00141215324402,0.6636834144592285,3.8077123165130615,0.12370753288269043,77.60405492782593,33
0.0008232593536376953,0.0018596649169921875,119.44388914108276,0.6619820594787598,3.8064680099487305,0.12405037879943848,124.03907990455627,34
0.0036537647247314453,0.004210948944091797,91.75889992713928,0.6652398109436035,3.803636312484741,0.1240081787109375,96.35965633392334,35
0.003520965576171875,0.004343509674072266,90.6474838256836,0.6618087291717529,3.805602788925171,0.12415575981140137,95.2469232082367,36
0.0008151531219482422,0.0020177364349365234,111.91615843772888,0.6810917854309082,3.8208794593811035,0.12351346015930176,116.54448318481445,37
0.0035321712493896484,0.004453897476196289,136.3582468032837,0.6729133129119873,3.8168277740478516,0.12418484687805176,140.98016667366028,38
0.0037429332733154297,0.004544973373413086,138.8494575023651,0.6999754905700684,3.8108370304107666,0.12429261207580566,143.49285912513733,39
0.0036652088165283203,0.004143476486206055,115.91062092781067,0.6646566390991211,3.797118902206421,0.12392663955688477,120.50414156913757,40
0.0036118030548095703,0.004121303558349609,114.13885879516602,0.6597175598144531,3.7933905124664307,0.12384867668151855,118.72355580329895,41
0.0034914016723632812,0.00400996208190918,111.45512700080872,0.6569347381591797,3.805116891860962,0.12388443946838379,116.0485725402832,42
0.0035016536712646484,0.004244565963745117,163.72612643241882,0.6696343421936035,3.8184900283813477,0.12412452697753906,168.34613037109375,43
0.0036020278930664062,0.004274606704711914,111.21189713478088,0.6601669788360596,3.7977023124694824,0.1801896095275879,115.85784125328064,44
0.0008187294006347656,0.001984119415283203,97.21348428726196,0.6600146293640137,3.8072190284729004,0.12363290786743164,101.80716156959534,45
0.003501415252685547,0.00405573844909668,112.62837982177734,0.6640529632568359,3.8058178424835205,0.12364792823791504,117.22946333885193,46
0.0037386417388916016,0.004451751708984375,134.73579168319702,0.6620614528656006,3.804908037185669,0.12412381172180176,139.33508396148682,47
0.0035676956176757812,0.004151105880737305,89.97410750389099,0.662433385848999,3.7992215156555176,0.12400674819946289,94.56749606132507,48
0.0036287307739257812,0.00436091423034668,68.87696528434753,0.6817855834960938,3.805612802505493,0.1243276596069336,73.49668908119202,49
0.0008058547973632812,0.002023458480834961,134.94629526138306,0.662203311920166,3.8055856227874756,0.12407398223876953,139.54099678993225,50
0.0036878585815429688,0.00425410270690918,91.55536007881165,0.6775491237640381,3.8106210231781006,0.12491583824157715,96.17639589309692,51
0.0008218288421630859,0.0020503997802734375,154.8065812587738,0.6642582416534424,3.8160388469696045,0.12402462959289551,159.4137828350067,52
0.003709077835083008,0.004605770111083984,89.96005344390869,0.6701488494873047,3.8161723613739014,0.12408280372619629,94.57878041267395,53
0.0007975101470947266,0.0019986629486083984,92.80461096763611,0.659050703048706,3.8080837726593018,0.12404489517211914,97.3985948562622,54
0.003725290298461914,0.0042383670806884766,92.31589555740356,0.6689081192016602,3.815267324447632,0.1236727237701416,96.93171739578247,55
0.0038003921508789062,0.004337787628173828,92.0043089389801,0.6718478202819824,3.817432165145874,0.12428903579711914,96.62602424621582,56
0.0008425712585449219,0.002034902572631836,118.60495662689209,0.6645560264587402,3.800670862197876,0.1245572566986084,123.1976261138916,57
0.0037698745727539062,0.004297733306884766,113.5888123512268,0.6809003353118896,3.808626174926758,0.12384939193725586,118.21026349067688,58
0.0038390159606933594,0.0044612884521484375,93.31951832771301,0.668433427810669,3.800367593765259,0.1341550350189209,97.93078231811523,59
0.003467559814453125,0.0041277408599853516,137.00920724868774,0.6701076030731201,3.8097140789031982,0.12425589561462402,141.6208872795105,60
0.0036983489990234375,0.004110574722290039,91.56176257133484,0.6614079475402832,3.8174631595611572,0.12391400337219238,96.17236423492432,61
0.003776073455810547,0.004232883453369141,95.06026244163513,0.6919879913330078,3.806157350540161,0.12409591674804688,99.69052076339722,62
0.000820159912109375,0.0019016265869140625,151.3751940727234,0.6680130958557129,3.849658489227295,0.12362957000732422,156.01922464370728,63
0.0037500858306884766,0.0043756961822509766,81.64540958404541,0.6831188201904297,3.846248149871826,0.12369370460510254,86.30660367012024,64
0.0008189678192138672,0.0018591880798339844,123.34037780761719,0.6688065528869629,3.855553150177002,0.12387800216674805,127.99130320549011,65
