hyperparameter,loss_score,upper_bounds,lower_bounds,0.67std_percent_known,1std_percent_known,1.96std_percent_known,0.67std_percent_fit_rand,1std_percent_fit_rand,1.96std_percent_fit_rand,coeff_known_pull,coeff_known,coeff_GP_pull_rand,coeff_GP_rand,cpu_runtime,wall_runtime
[0.62095784 0.13744856],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5850144092219021,0.7550432276657061,0.9567723342939481,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-3.82940227 -7.32026386 -2.87904123 -2.46347413  1.75555398  2.50667333
 -6.25549347  5.37639775  6.40803716 -2.83863329 -6.10489242 -1.56375006]","[ 0.44395678  1.73217828  0.57283779 -0.51783972  1.45627766  0.47630193
 -0.68524144  1.67788054  0.44214353  0.1194674   1.59934737  0.5119149 ]",6.791716618999999,10.656205110251904
[0.15271063 0.35587994],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.4884726224783862,0.7103746397694525,0.9755043227665706,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[ -2.54924862  -5.81580688  -1.71916788  -3.17274953   0.22058173
   3.0317728   -5.48960766   4.48220693   5.48737369 -11.4358025
 -11.08284367  -7.95539995]","[ 0.45107669  1.73702865  0.58182658 -0.53214831  1.44635562  0.48801632
 -0.67654567  1.67471232  0.43546268  0.08912118  1.59343527  0.36147421]",6.604947701000015,10.643418458290398
[0.1527543  0.35579193],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.4812680115273775,0.7046109510086456,0.9697406340057637,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.77970773 -5.20538043 -0.96488368 -2.34267628  1.11124583  2.16334786
 -4.73047568  4.43209946  4.89541878 -8.17786339 -9.19041269 -5.33739377]","[ 0.45635811  1.73959326  0.58906525 -0.51936819  1.45305397  0.47554222
 -0.66948332  1.67400577  0.43169746  0.09440568  1.59734534  0.3937225 ]",9.583902795000085,15.513757040724158
[0.6646411  0.13228586],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5677233429394812,0.7449567723342939,0.9553314121037464,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.9537283  -6.39590811 -1.00589503 -1.36680356  2.82842476  1.54072859
 -5.85457103  4.92124314  6.10999728 -0.18260658 -3.92953009  0.12489788]","[ 0.45585175  1.73525151  0.58930142 -0.50337855  1.46147129  0.46356058
 -0.67961556  1.67574546  0.4390904   0.16216158  1.57629182  0.69278306]",7.276821628999983,11.518812480382621
[0.15267592 0.35579099],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.4783861671469741,0.7089337175792507,0.9798270893371758,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.66804423 -5.91132313 -1.7444127  -2.40550961  0.49130048  2.41682253
 -6.35887503  6.43598996  6.34178922 -4.7621523  -8.68304173 -3.26886667]","[ 0.45039299  1.73618291  0.58169804 -0.52354739  1.44865957  0.48192979
 -0.68942823  1.68384539  0.44461338  0.1071963   1.58311628  0.43708809]",7.057834351999986,11.191221128217876
[0.62614671 0.13691802],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.6181556195965417,0.7881844380403458,0.9567723342939481,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-0.90937334 -3.80698886 -0.20966172 -2.0449      1.73973371  2.09704786
 -6.31564517  5.24555783  6.52388074 -0.45321716 -4.16001938  0.08355804]","[ 0.46294892  1.74665475  0.59698152 -0.51216219  1.45583017  0.47081409
 -0.68648952  1.6778454   0.44305958  0.15341458  1.58933641  0.65655317]",7.150009766999915,10.674977651797235
[0.69764293 0.12919795],0.07799999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5763688760806917,0.7694524495677233,0.9697406340057637,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-11.64648827  -9.53267705  -7.24819201  -6.55334576   3.94557978
   5.30419188 -17.50888262   5.54340699  17.93077543  -0.08266258
  -4.14866893   0.32351747]","[ 0.45513874  1.743261    0.58635523 -0.5061461   1.45777005  0.46325185
 -0.67547217  1.67241428  0.43528166  0.16790089  1.57452574  0.74830028]",7.038087861999998,11.059332533739507
[0.15277775 0.35563443],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5014409221902018,0.7262247838616714,0.978386167146974,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.81160353 -4.91582798 -0.97129995 -0.37835987  4.04156039  0.42015468
 -4.99762419  4.1021597   5.13804195 -0.16185083 -3.91041124  0.13294336]","[ 0.45629443  1.74079907  0.58918579 -0.49382265  1.46940544  0.45272867
 -0.67203073  1.67305252  0.43323877  0.16242243  1.53200439  0.698577  ]",7.3422592120000445,12.441301493905485
[0.33971276 0.19386102],0.09500000000000003,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5951008645533141,0.7550432276657061,0.9798270893371758,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-0.87293734 -4.08969563 -0.11169753 -2.18231168  1.70549093  2.11262587
 -4.36287313  4.07534832  4.51498543 -5.01182496 -7.78481179 -3.14626777]","[ 0.46335189  1.74562723  0.59799043 -0.51398743  1.45605867  0.47164843
 -0.66464537  1.67215989  0.42760606  0.10685533  1.59327812  0.45134668]",7.17975271399996,11.720056193880737
[0.70345263 0.12868355],0.07800000000000007,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.600864553314121,0.7665706051873199,0.968299711815562,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-4.11179862 -7.37309966 -3.18858928 -2.41277805  0.71431797  2.22623489
 -6.40346022  5.52529457  6.68230579 -0.45815404 -1.65197809  0.12024208]","[ 0.44290638  1.73294527  0.57051892 -0.51537097  1.44928688  0.47188219
 -0.68537391  1.67805414  0.44397761  0.15237097  1.68061597  0.66254728]",6.400425538000036,10.538964443840086
[0.33826382 0.1938121 ],0.09500000000000003,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5749279538904899,0.7651296829971181,0.9769452449567724,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.91122482 -5.14802576 -1.13420459 -2.4248964   0.72950016  2.4397518
 -5.09099253  4.77843978  5.35162591 -7.02752051 -9.80549451 -4.80723774]","[ 0.45563712  1.74082776  0.58767237 -0.52026917  1.45002181  0.47845273
 -0.67336283  1.67543445  0.43446281  0.09937839  1.58416179  0.40827703]",6.576222146999953,10.513398849405348
[0.19883031 0.27173395],0.10199999999999998,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5922190201729106,0.7694524495677233,0.984149855907781,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.89747996 -4.76791141 -1.11853702 -1.65201461  1.80897438  1.69545584
 -3.67304092  3.29354925  3.81032855 -4.00300009 -7.96011739 -2.66598722]","[ 0.45557797  1.74200821  0.58764291 -0.50855716  1.45762702  0.46755579
 -0.65821597  1.66932168  0.42317709  0.11282679  1.57575856  0.46320768]",6.558317673999909,10.601738158613443
[0.15252693 0.35618377],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.531700288184438,0.729106628242075,0.9755043227665706,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[ -2.86358979  -5.92241942  -2.0340111   -3.03897376   0.45223937
   3.016804    -6.00435202   5.98222762   6.13052714  -7.28224856
 -10.08184315  -5.03910155]","[ 0.44960781  1.73752988  0.57933565 -0.52880016  1.44833773  0.48668735
 -0.68213787  1.6796314   0.44132785  0.09951566  1.57967506  0.40354671]",6.107862420999936,9.862689123488963
[0.15272452 0.35583355],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.4769452449567723,0.6959654178674352,0.9769452449567724,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.42828938 -5.69423601 -0.65549243 -1.81348171  1.17952469  1.8902382
 -4.57774262  5.52035328  4.95253106 -2.79096065 -6.74862491 -1.73681597]","[ 0.45855402  1.73595452  0.59195761 -0.51491368  1.45461127  0.47435912
 -0.67084925  1.67846791  0.43429742  0.11802343  1.59199704  0.49129779]",6.045498751999958,9.967715371400118
[0.33699391 0.19430494],0.09500000000000003,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.600864553314121,0.7665706051873199,0.9755043227665706,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.66649855 -4.97422645 -0.85468888 -1.16033855  3.00054901  1.22668805
 -5.35735801  4.79937068  5.46232814 -0.34881374 -4.28140795  0.06541558]","[ 0.45755668  1.74096887  0.59057795 -0.50230877  1.4631834   0.46155296
 -0.67507029  1.67553068  0.43474852  0.15545463  1.56548073  0.66848663]",6.158448935000024,9.605191055685282
[0.68665561 0.1304934 ],0.07700000000000007,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5720461095100865,0.776657060518732,0.9740634005763689,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.8087042  -6.32040016 -1.96357211 -1.25153042  2.35386258  1.26507387
 -5.48275728  4.18760725  5.8451186  -0.30420719 -1.74934091  0.21681642]","[ 0.45055376  1.73653009  0.58084619 -0.5016484   1.45842146  0.46016383
 -0.67572201  1.67287733  0.43702698  0.15870334  1.67746161  0.67533697]",6.292183790000081,9.855003020726144
[0.15282956 0.35553827],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.47406340057636887,0.6988472622478387,0.9798270893371758,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.71825199 -4.81513879 -0.89893536 -1.64067152  2.6320056   1.69191153
 -5.60909686  5.29632404  5.71772767 -4.63372906 -8.39517668 -2.98487061]","[ 0.45683046  1.74108791  0.58983506 -0.51006593  1.46394489  0.46891518
 -0.68004078  1.67853659  0.43827271  0.10638776  1.54742763  0.44636985]",6.411295612999993,10.247199561446905
[0.61456807 0.13809474],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.590778097982709,0.760806916426513,0.962536023054755,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.83718853 -4.534524   -1.06350793 -2.14613956  1.58482211  2.18781591
 -4.77877507  4.37252571  5.05475309 -1.95296655 -5.33437988 -0.97534287]","[ 0.45598888  1.7426405   0.58839757 -0.51453549  1.45509686  0.47288433
 -0.67095021  1.67390624  0.43241045  0.12751861  1.59894794  0.54645399]",6.243961812999942,9.694387586787343
[0.72581138 0.12636802],0.08099999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5763688760806917,0.7536023054755043,0.9510086455331412,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.66637944 -6.04563838 -1.80570554 -2.81365168  1.17081456  2.79400604
 -5.4480791   5.05388172  5.66139901 -3.58175584 -6.75505826 -1.95773793]","[ 0.45068241  1.73653744  0.58160344 -0.52398989  1.45289351  0.48146417
 -0.67720294  1.67660973  0.4367239   0.11220087  1.58604479  0.48984765]",6.658371508000073,11.052451740950346
[0.62676411 0.13690144],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.590778097982709,0.7593659942363112,0.9726224783861671,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.10500069 -5.87262262 -1.21437413 -2.04764105  1.99401047  2.06921938
 -5.35113403  4.64780537  5.57752105 -1.74309802 -5.13075339 -0.87328005]","[ 0.45523454  1.73865566  0.58765748 -0.51170133  1.45732323  0.47014746
 -0.67451714  1.67449909  0.43481294  0.13015907  1.60009319  0.553251  ]",6.990341310000076,12.237255680374801
[0.34672495 0.19208243],0.09499999999999997,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5749279538904899,0.7622478386167147,0.968299711815562,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.16095449 -5.57997592 -1.32476363 -1.51306657  2.29807635  1.50368269
 -5.25401745  4.85821617  5.31140513 -0.53846568 -3.54978757  0.00872246]","[ 0.45431547  1.73924431  0.58614737 -0.50697538  1.46001113  0.46532516
 -0.67451039  1.67552328  0.43400148  0.14981726  1.61655019  0.64546341]",6.54215215399995,10.76329633127898
[0.6603429  0.13299944],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5965417867435159,0.7665706051873199,0.952449567723343,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.80454237 -5.49557589 -0.99327513 -1.67647936  2.91786231  1.73001935
 -4.85920991  5.13739237  5.10056652 -1.82259018 -5.62955796 -0.79573471]","[ 0.45620767  1.73863784  0.5890382  -0.50847278  1.46281994  0.46709806
 -0.67122543  1.67636939  0.43223682  0.12776044  1.57365855  0.55854561]",6.746631979000085,10.533511282876134
[0.15284688 0.35551445],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.4697406340057637,0.6772334293948127,0.9654178674351584,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.85973759 -4.85940881 -1.02660466 -1.15630913  2.44885209  1.07394937
 -5.27106013  5.05589668  5.27237634 -1.87838533 -6.13345602 -0.91153899]","[ 0.45566287  1.74053903  0.58848492 -0.50527022  1.4626522   0.46272809
 -0.67623102  1.67732693  0.43509708  0.12145743  1.56685024  0.53191521]",6.510270019000018,10.338917008601129
[0.6286859 0.1366967],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5864553314121037,0.760806916426513,0.9610951008645533,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.5915797  -6.17712407 -1.71947364 -2.95051311  1.32171996  3.01324891
 -5.33595058  5.12460893  5.60417085 -6.06798525 -8.85410326 -3.73872857]","[ 0.45141421  1.73661808  0.58262924 -0.52574522  1.45399458  0.48368752
 -0.67578289  1.67682184  0.43550624  0.10075714  1.57338316  0.43255878]",7.077679182000111,11.277591439895332
[0.08763178 0.51066329],0.11499999999999999,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5590778097982709,0.760806916426513,0.984149855907781,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.10516739 -4.14478329 -0.39256152 -1.46114778  0.67704894  1.42060682
 -4.52179514  4.68398227  4.62615782 -4.62754538 -6.3833019  -3.00984558]","[ 0.46009413  1.74146504  0.59434421 -0.51032968  1.45051596  0.46810337
 -0.67417089  1.67803822  0.43472233  0.10520968  1.61119867  0.43907151]",6.543308661000083,10.460642951540649
[0.68048781 0.131182  ],0.07700000000000007,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5806916426512968,0.7550432276657061,0.9726224783861671,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.39742689 -6.04987551 -1.4868271  -2.00285354  2.01130872  1.96970046
 -5.7584755   4.95645297  5.95682814 -0.19608189 -2.24561682  0.15725753]","[ 0.45273323  1.73746218  0.58465431 -0.50978758  1.45731183  0.46769219
 -0.67924973  1.67572547  0.43868066  0.16202863  1.64671189  0.70681453]",8.185909654999932,13.007472449913621
[0.66005372 0.13321375],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5864553314121037,0.7492795389048992,0.9697406340057637,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-0.88616099 -4.18399631 -0.23658685 -1.75176385  2.05247754  1.89844129
 -5.70202448  4.92705098  6.01495938 -2.36837259 -6.45795003 -1.30355694]","[ 0.46321072  1.74535247  0.59672242 -0.50812642  1.45771836  0.46786535
 -0.67881147  1.67567925  0.43879644  0.12493004  1.57357507  0.52927383]",6.433597609000117,10.53746887948364
[0.66184681 0.13268236],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.6023054755043228,0.7680115273775217,0.9639769452449568,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.55009457 -4.66094206 -0.68694055 -2.34991563  2.92885398  2.27216625
 -4.73398479  4.17338888  4.93892595 -0.1063245  -2.69562846  0.22527593]","[ 0.45836389  1.74242623  0.5922649  -0.50730783  1.45906015  0.46480023
 -0.66870079  1.67300777  0.43032611  0.16866855  1.61633553  0.74875539]",3.8442768360000628,5.803365129977465
[0.62062333 0.13746486],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.590778097982709,0.7723342939481268,0.962536023054755,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.73767222 -5.40039827 -0.87059742 -1.7523963   1.99874574  1.8179606
 -5.84781027  4.70553357  6.13767159 -2.03174739 -5.63764052 -1.10006617]","[ 0.45732811  1.7398352   0.59058814 -0.50781469  1.45710424  0.4668002
 -0.67955166  1.67498983  0.43911461  0.1275225   1.59575564  0.5389292 ]",4.010449784999992,7.51653203740716
[0.15284712 0.35541134],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5187319884726225,0.7190201729106628,0.9711815561959655,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.19916749 -5.70555204 -1.27087694 -1.82662993  2.1648521   1.73870247
 -5.41148395  5.06827441  5.49788987 -1.90068019 -4.9312011  -0.84066131]","[ 0.45408833  1.73881286  0.58654954 -0.50956304  1.45984406  0.46672707
 -0.67583422  1.67629814  0.43577404  0.12752402  1.59681665  0.55579838]",3.4110300429999825,7.339327583089471
[0.67440668 0.13163999],0.07799999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.6181556195965417,0.7651296829971181,0.9711815561959655,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-3.0504198  -6.64027696 -2.23863076 -2.01960578  2.82971126  2.22770957
 -5.36989182  4.89673593  5.49520698  0.09576371 -2.84013597  0.22641875]","[ 0.44824129  1.73491248  0.57773531 -0.50555242  1.45968429  0.46477263
 -0.67580699  1.67522979  0.43517099  0.17110178  1.61115914  0.74964757]",4.325453426000195,5.769491272978485
