hyperparameter,loss_score,upper_bounds,lower_bounds,0.67std_percent_known,1std_percent_known,1.96std_percent_known,0.67std_percent_fit_rand,1std_percent_fit_rand,1.96std_percent_fit_rand,coeff_known_pull,coeff_known,coeff_GP_pull_rand,coeff_GP_rand,cpu_runtime,wall_runtime
[0.6923031  0.12980629],0.07799999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5979827089337176,0.7593659942363112,0.9654178674351584,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.6015291  -5.07164059 -0.82752233 -1.42947502  2.81469262  1.67136376
 -4.99127353  4.56049144  5.21925217 -0.33267648 -4.40066309  0.17616819]","[ 0.45802503  1.74124247  0.59083951 -0.50462814  1.46252389  0.46524614
 -0.67042989  1.6735552   0.43204738  0.15691152  1.54574135  0.67095185]",6.721183171000007,10.52801372203976
[0.15276468 0.35576349],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.484149855907781,0.6945244956772334,0.9610951008645533,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.81829899 -5.85858528 -1.97155078 -2.62334271  3.7781586   2.12624621
 -6.17335796  5.20150328  6.27610474 -0.90386162 -3.84046266  0.25280598]","[ 0.45010642  1.7370514   0.58021521 -0.50855285  1.46374998  0.46330374
 -0.68559871  1.67783744  0.44287152  0.16508115  1.53263895  0.74984656]",6.673466357999985,10.349690121598542
[0.15286478 0.35539119],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.4769452449567723,0.7103746397694525,0.9755043227665706,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[ -2.63534359  -6.09008214  -1.63809709  -3.53779851   0.24933416
   3.17221897  -5.59410537   4.87588104   5.66737729 -14.33477061
 -12.52299439  -9.89605459]","[ 0.4508962   1.73579499  0.58295135 -0.53601098  1.44647421  0.48953819
 -0.67814223  1.67652106  0.43735191  0.08464114  1.58853104  0.34254943]",7.423825179999994,11.269410389475524
[0.1527597  0.35564317],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5072046109510087,0.7161383285302594,0.978386167146974,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.73822721 -5.71807986 -0.81048459 -1.8490843   1.87739296  1.65119898
 -4.81586964  5.03775155  4.87486783 -3.52437365 -6.59629602 -1.97372892]","[ 0.45680102  1.73639387  0.59074986 -0.51178818  1.45765835  0.46797008
 -0.66962387  1.6762123   0.43072372  0.11105718  1.59312201  0.48186157]",7.679556840000032,12.167354607023299
[0.33948999 0.19447016],0.09500000000000003,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5850144092219021,0.770893371757925,0.9711815561959655,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.59689531 -4.61209247 -0.96069989 -2.16885134  1.40234691  2.00345662
 -5.64316805  4.67028392  5.84065467 -2.89283947 -5.97473349 -1.59853201]","[ 0.45789895  1.74323352  0.58938462 -0.51598345  1.45473788  0.47209174
 -0.68010121  1.67536203  0.43907389  0.11653471  1.60773464  0.50180246]",6.5190871020000145,10.322528751567006
[0.61408819 0.1382079 ],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5979827089337176,0.7579250720461095,0.9567723342939481,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.99966283 -6.38388463 -2.06824955 -2.84023987  1.13629866  2.67174902
 -6.22213647  4.60301619  6.3847675  -6.34883313 -8.24327464 -3.85753223]","[ 0.4496171   1.73712312  0.58010984 -0.52020752  1.45207555  0.47659029
 -0.68274639  1.6743229   0.44066408  0.1011353   1.59457404  0.43389561]",6.764027395000028,10.547457538545132
[0.69842343 0.12915499],0.07799999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5979827089337176,0.7622478386167147,0.9610951008645533,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-3.70344835 -6.40821043 -2.84186781 -3.17224404  0.19424985  3.1511721
 -6.00287069  4.39173275  6.34021046 -3.22701759 -5.88588356 -1.93071787]","[ 0.44512495  1.73674246  0.57350145 -0.52643385  1.44594032  0.48371035
 -0.68045993  1.67371495  0.44049241  0.11804297  1.61217089  0.49769796]",6.856067001000042,10.82212436851114
[0.66329748 0.13282006],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.6095100864553314,0.7853025936599424,0.9755043227665706,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.15497717 -5.61311912 -1.3412656  -2.92742112  1.37899621  2.97592726
 -5.61988825  5.13692952  5.82813346 -4.88493496 -7.95754054 -3.09116782]","[ 0.45410306  1.73772681  0.58603003 -0.52609673  1.45386111  0.48458584
 -0.67967737  1.67805283  0.43777093  0.10682105  1.578878    0.45220006]",6.858254520999992,10.739059046842158
[0.66324522 0.13287765],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.590778097982709,0.7838616714697406,0.9740634005763689,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-3.35322076 -6.57080991 -2.46445652 -2.66721032  1.01332634  2.62125863
 -5.64819824  4.61565338  5.97072615 -2.22753846 -4.87388462 -1.20610292]","[ 0.44677815  1.73535055  0.57624956 -0.52055192  1.45156356  0.47780153
 -0.67727041  1.67439716  0.43760886  0.12396406  1.61387548  0.52856428]",7.742019568000046,11.48630944173783
[0.66809681 0.13244967],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5734870317002881,0.7536023054755043,0.9596541786743515,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.77230065 -6.871988   -1.78493101 -2.28151522  1.85415704  2.42209454
 -5.80440413  4.80126356  5.99912754 -0.66000828 -4.31686888 -0.07520278]","[ 0.45093856  1.73423475  0.58262373 -0.51465801  1.45663981  0.47393948
 -0.67863522  1.67485132  0.43756056  0.14779506  1.59081938  0.63342545]",6.872656742000004,10.743687422946095
[0.15262446 0.35602675],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.47982708933717577,0.6959654178674352,0.9740634005763689,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.50035496 -5.81619077 -1.54982742 -0.19983927  4.77319427 -0.32855618
 -5.50053543  5.40429165  5.59047086 -0.72912482 -2.421508    0.25393091]","[ 0.45151163  1.73687446  0.58348905 -0.49132587  1.46786642  0.44627848
 -0.67866221  1.67831563  0.43755064  0.16656167  1.62683073  0.74992332]",6.834448429000076,11.042463694699109
[0.68402729 0.13078472],0.07700000000000007,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5893371757925072,0.7651296829971181,0.9711815561959655,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.90392588 -4.86196772 -1.17463644 -0.94345128  2.89985675  1.03057832
 -4.79384309  4.34459836  5.08309604 -0.64257885 -3.77275596 -0.00551699]","[ 0.45567815  1.74166492  0.58744653 -0.49948904  1.46187914  0.45860094
 -0.67018244  1.67370509  0.43189097  0.14896831  1.60590928  0.64334719]",7.381334884000012,11.668865703046322
[0.15279409 0.35562095],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5057636887608069,0.7204610951008645,0.9711815561959655,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.27754672 -5.91867968 -1.27861664 -1.15906298  3.36816957  0.94111308
 -5.25285129  5.50161258  5.41024271 -1.0456273  -4.54349963 -0.24329198]","[ 0.45320084  1.73630768  0.58625803 -0.5028374   1.4664923   0.45897318
 -0.67535738  1.67844751  0.43583232  0.13580928  1.57938145  0.60812717]",6.823712777999958,10.629462926648557
[0.66138314 0.13306086],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5835734870317003,0.7449567723342939,0.9582132564841499,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.20536007 -5.4006372  -1.39713939 -2.53122206  1.34280778  2.59901592
 -5.80813445  5.04628356  6.02124863 -3.43654823 -7.9518982  -2.06358442]","[ 0.45410065  1.73946231  0.58564276 -0.51866979  1.45338854  0.4777257
 -0.6795671   1.67635434  0.43831042  0.11510664  1.55369902  0.4878312 ]",7.253694922000022,10.963227315805852
[0.15208109 0.354149  ],0.07500000000000001,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.47262247838616717,0.6930835734870316,0.9740634005763689,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.5717798  -4.79203103 -0.82377679 -1.95484157  1.50801925  1.8181739
 -5.60085873  5.29762792  5.75814025 -5.3387612  -7.73883061 -3.26970491]","[ 0.45771219  1.74134392  0.59041126 -0.51370054  1.45559044  0.47047773
 -0.67968658  1.67832237  0.43874544  0.10402706  1.59760105  0.44092406]",6.665252571999986,10.385523024946451
[0.66234494 0.13294373],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.6066282420749279,0.7564841498559077,0.9596541786743515,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.48525914 -4.38829861 -0.78880288 -2.03294934  1.47334278  2.13572413
 -4.92218445  4.45332313  5.19974416 -2.25264134 -5.7859511  -1.26579289]","[ 0.45875299  1.74398341  0.59114973 -0.51257327  1.4545539   0.47188506
 -0.67089946  1.67354615  0.43274539  0.12579396  1.5997771   0.52940597]",6.86057152300009,10.85730508249253
[0.09711214 0.47909841],0.09799999999999998,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5446685878962536,0.7348703170028819,0.9740634005763689,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[ -3.23376387  -7.31182014  -2.10150553  -2.33032912   1.08423328
   2.15896471  -5.53467195   6.13794861   5.38109712 -10.41497495
  -9.95856875  -7.17109587]","[ 0.44527332  1.72869143  0.5767834  -0.52105344  1.45376208  0.47693506
 -0.68148013  1.68161789  0.4386534   0.08882393  1.59810364  0.36200455]",7.335673764000035,11.396253204904497
[0.15280613 0.35571631],0.07199999999999995,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.4942363112391931,0.7190201729106628,0.9697406340057637,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-0.95417844 -4.02921554 -0.23446773 -1.72363248  1.78547461  1.63798393
 -5.20824149  4.69669992  5.33612449 -4.11414726 -7.80790635 -2.6064535 ]","[ 0.4624159   1.74477023  0.5966216  -0.50990927  1.45709269  0.46741674
 -0.67532213  1.67556659  0.43548685  0.11077313  1.58197741  0.46279352]",7.196797127999957,11.176057072356343
[0.66407159 0.13226127],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5994236311239193,0.7579250720461095,0.9538904899135446,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.62677381 -5.79294053 -1.88668159 -1.92703028  2.00993607  2.00030952
 -5.05261063  5.23713907  5.29796122 -3.53419571 -7.48936181 -2.0204006 ]","[ 0.45122966  1.73856489  0.58099113 -0.51060734  1.45768531  0.46982582
 -0.67202377  1.67641416  0.43353912  0.11502175  1.5731575   0.49209137]",6.834925853999948,11.219912299886346
[0.65990006 0.13324926],0.07699999999999996,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.590778097982709,0.770893371757925,0.9596541786743515,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.12641782 -5.6827785  -1.26960868 -1.96327596  2.97899745  2.19850711
 -4.39574325  4.15398488  4.83793828  1.42657795 -2.45528125  0.32416903]","[ 0.45432146  1.73819866  0.58661361 -0.50420605  1.45973326  0.46376277
 -0.6651775   1.67220394  0.42944796  0.17538782  1.63715951  0.74999744]",7.630412760000013,12.248020530678332
[0.67871654 0.13137368],0.07700000000000007,[0.74 1.68],[7.40e-05 1.68e-04],0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5936599423631124,0.770893371757925,0.978386167146974,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.57933965 -6.1487474  -1.74248522 -2.41181454  2.55417945  2.7493813
 -4.67490094  4.24850935  4.90729644  1.63331934 -3.37693107  0.97214834]","[ 0.45135047  1.73689991  0.58218431 -0.50805039  1.45840679  0.46811822
 -0.66728065  1.67254911  0.4298932   0.17618626  1.57992313  0.74999999]",9.131968814999937,13.891640444286168
