hyperparameter,loss_score,0.67std_percent_known,1std_percent_known,1.96std_percent_known,0.67std_percent_fit_rand,1std_percent_fit_rand,1.96std_percent_fit_rand,coeff_known_pull,coeff_known,coeff_GP_pull_rand,coeff_GP_rand,cpu_runtime,wall_runtime
[0.53910481 0.14784677],0.09199999999999997,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.6152737752161384,0.7867435158501441,0.978386167146974,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.10832944 -4.86401848 -0.3336159  -1.87142747  3.57331974  2.08237133
 -4.98778813  4.61013543  5.23080943  0.70649003 -3.03616204  0.24689176]","[ 0.46151966  1.74119378  0.59572311 -0.50311136  1.46218275  0.46271235
 -0.67021677  1.67407703  0.43203968  0.17300511  1.59737446  0.74995816]",27.897543092000035,44.092429601587355
[0.04401542 1.4206499 ],0.277,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.7449567723342939,0.8717579250720461,0.9798270893371758,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.59055681 -5.10717015 -2.02206476 -1.65538261  0.45344849  1.27268037
 -3.80554566  4.3326115   3.70357226 -1.08730437 -0.52202824  0.32380813]","[ 0.44067706  1.72599062  0.56738327 -0.51103777  1.44846988  0.46458536
 -0.684178    1.68543936  0.43993758  0.16206294  1.740181    0.74999817]",21.95428976400001,31.246212789788842
[0.36726831 0.42201592],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.4827089337175792,0.659942363112392,0.9423631123919308,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-4.50967824 -8.85382922 -2.46651215 -1.33911811  5.10153163  1.10650939
 -9.94232271  6.16468936 10.34741707 -0.09176884 -2.8722386   0.25233481]","[ 0.45771357  1.74368859  0.59015636 -0.49554128  1.46188562  0.45297574
 -0.67098269  1.67233194  0.43231662  0.16820482  1.6552147   0.740967  ]",33.57958734200008,49.871474020183086
[0.36029776 0.42393901],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.49135446685878964,0.6340057636887608,0.9322766570605188,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.04069028 -7.25019205 -0.92750176 -1.78869487  3.27587227  1.7481502
 -7.58915457  7.0366834   7.64418919 -1.52387357 -6.47464786 -0.51096362]","[ 0.45862002  1.73956918  0.59213836 -0.50494629  1.46100323  0.46307197
 -0.67749018  1.67671853  0.43617145  0.13654103  1.59027697  0.59234871]",23.944839549999983,36.77242043428123
[0.37744022 0.41385291],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5129682997118156,0.659942363112392,0.9365994236311239,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.54981875 -6.6055291  -1.50729045 -2.00205945  2.68270723  1.96161165
 -7.0095036   6.12975344  7.26521993 -1.54344211 -5.4601697  -0.54206546]","[ 0.45594121  1.74169396  0.58798864 -0.50717765  1.45839949  0.46506285
 -0.67286623  1.67398459  0.43370005  0.13601343  1.6171168   0.58931007]",21.368081496999935,34.64146026968956
[0.35832739 0.41850046],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5100864553314121,0.6815561959654178,0.9495677233429395,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[ -3.52491083  -7.53793994  -2.38660611  -2.76740833   2.24326445
   2.75614622  -6.70289903   5.3200872    6.87064476  -8.81248404
 -12.3595866   -5.83634897]","[ 0.45097917  1.73954603  0.58175152 -0.51452205  1.4568377   0.47235364
 -0.6710907   1.67178121  0.4321976   0.1007914   1.58888202  0.41943848]",17.232625814999892,28.08214300405234
[0.39216999 0.41866239],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.4899135446685879,0.6512968299711815,0.9423631123919308,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-0.76964634 -4.4614668   0.06726879 -1.13357353  4.04769141  1.08114824
 -6.11872947  6.15592465  6.44610179 -0.33069291 -3.4783443   0.15536768]","[ 0.46529155  1.748411    0.59967208 -0.49908584  1.46345427  0.45702453
 -0.66710423  1.67423237  0.42955943  0.15886676  1.62989981  0.70114977]",16.11217815000009,29.23723227903247
[0.38239142 0.41428389],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5043227665706052,0.6685878962536023,0.9322766570605188,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.03023176 -5.24873277 -0.10462754 -1.00452127  3.7319615   0.91480086
 -5.86518287  5.71130044  6.2262934  -0.57761566 -4.20033018  0.18908173]","[ 0.46390854  1.74608814  0.59830886 -0.49815528  1.46279011  0.45574336
 -0.6655042   1.67265258  0.42857952  0.15170922  1.61866145  0.66950281]",21.523498817000018,35.54997205827385
[0.35744814 0.42571054],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5057636887608069,0.6613832853025937,0.9380403458213257,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.51718631 -5.3201444  -0.57289105 -1.49730936  3.00317081  1.21658882
 -6.71878919  5.56846788  7.08605262 -1.29661488 -5.3085452  -0.28788375]","[ 0.46112179  1.74570771  0.59467124 -0.5023162   1.45958804  0.45829657
 -0.67087514  1.67282715  0.43264675  0.13831649  1.61034703  0.61160962]",24.731605433000027,39.18713021557778
[0.38602846 0.41036422],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5086455331412104,0.6527377521613833,0.9510086455331412,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[ -2.2106305   -6.77424335  -1.13706966  -2.27416183   3.04848542
   2.23073091  -7.06876894   5.85163471   7.47748864  -8.20536512
 -11.36290714  -5.07061836]","[ 0.45781925  1.74132576  0.59071104 -0.50870079  1.45927449  0.46686049
 -0.67257355  1.67339548  0.43427704  0.10159153  1.5929402   0.43229931]",22.181584662999967,34.623267092742026
[0.29573051 0.21183006],0.10599999999999998,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.569164265129683,0.7593659942363112,0.9798270893371758,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.06973036 -5.34891183 -1.1997917  -2.08950347  1.35714365  2.20506265
 -5.36803972  3.92504933  5.56073962 -4.61253358 -8.0234609  -3.01889023]","[ 0.45476681  1.74040824  0.58720811 -0.51419635  1.45444465  0.47339185
 -0.67583688  1.67212681  0.43589879  0.10875556  1.58100899  0.45342493]",16.951270609999938,28.430000979453325
[0.3777728  0.39876979],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5144092219020173,0.670028818443804,0.9337175792507204,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-3.2688165  -7.72688426 -2.08764765 -2.12642303  1.95778122  2.12820831
 -6.80063907  6.05719678  7.0093017  -2.59680402 -6.77505753 -1.3439839 ]","[ 0.45222699  1.7384858   0.58377517 -0.50927734  1.45526516  0.46743229
 -0.67240765  1.67420429  0.43324809  0.12564438  1.60846823  0.53680453]",19.748235540999985,30.181937240995467
[0.53248573 0.14882433],0.09399999999999997,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5994236311239193,0.760806916426513,0.9668587896253602,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-3.51346281 -7.19327014 -2.57686142 -1.83502072  2.01488454  1.89907213
 -5.03812334  4.27942156  5.30534819 -2.57117366 -6.62970849 -1.45484887]","[ 0.4459727   1.73293008  0.57524124 -0.51112344  1.45839962  0.47013579
 -0.67256489  1.67283742  0.43433276  0.12084929  1.58310699  0.51341447]",23.90121326899998,37.5329431919381
[0.37533158 0.41982022],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5043227665706052,0.659942363112392,0.9322766570605188,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.88703242 -7.24819601 -1.78035193 -2.73949751  1.76464778  2.47667568
 -8.14647089  6.89102984  8.25794455 -4.38336433 -7.43125802 -2.44853032]","[ 0.4546189   1.74078494  0.58623765 -0.5122663   1.45375651  0.46842545
 -0.6793693   1.67570144  0.43824441  0.11488354  1.61999423  0.49472805]",23.83755738000002,40.22470899298787
[0.61900233 0.13764595],0.07699999999999996,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.622478386167147,0.7824207492795389,0.9711815561959655,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-3.07208519 -7.00696955 -2.2566963  -2.40755696  1.27273762  2.48802515
 -5.17497905  4.68972539  5.45825572 -1.2526253  -4.02281181 -0.44733109]","[ 0.44853261  1.73347569  0.57795862 -0.51694566  1.45329697  0.47549862
 -0.67337451  1.67433253  0.43445527  0.13651251  1.61948513  0.59034035]",24.361286698999947,41.54635670874268
[0.35736179 0.42750525],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.4783861671469741,0.6570605187319885,0.9553314121037464,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-3.20676908 -7.6853529  -2.09115454 -1.14709384  3.18215497  1.03866645
 -7.21035478  6.68038219  7.45827752 -0.46856036 -2.97950929  0.22039632]","[ 0.45224951  1.73708655  0.58355617 -0.49946457  1.46008894  0.45704192
 -0.67591915  1.6761535   0.43597107  0.15500912  1.64938497  0.67328194]",19.829568308999796,33.83976143784821
[0.05110762 1.51045788],0.277,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5662824207492796,0.739193083573487,0.9711815561959655,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-5.10997268e-01 -2.66752663e+00 -5.31378563e-02 -1.39052199e+00
  1.33852703e+00  1.08735086e+00 -3.66345921e+00  3.43418109e+00
  3.75847831e+00 -7.02322382e-01 -2.84936828e+00 -3.29409722e-03]","[ 0.46432872  1.74674108  0.5983345  -0.51117774  1.45712824  0.46490168
 -0.67334033  1.67509859  0.43461477  0.13780525  1.61377622  0.64284291]",23.72953560100018,36.027893527410924
[0.36719698 0.40582993],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5172910662824207,0.6829971181556196,0.9510086455331412,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.9058104  -6.53081892 -1.96089795 -2.50448992  2.37283663  2.40069393
 -5.72701616  5.22390781  6.18829773 -4.9871092  -9.5967853  -2.88923655]","[ 0.45337434  1.74137751  0.58418779 -0.51271772  1.45768098  0.46964522
 -0.66532966  1.67182119  0.42914714  0.11161115  1.58652506  0.478939  ]",28.13302313600002,41.45475078187883
[0.37054266 0.4037915 ],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5288184438040345,0.6642651296829971,0.9380403458213257,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.93018385 -6.85528613 -1.894291   -1.25546637  3.18984481  1.13181332
 -6.04673432  5.7265862   6.34211763 -1.94754673 -4.82725547 -0.84768028]","[ 0.45356154  1.7404638   0.58498685 -0.50125795  1.46091433  0.45838218
 -0.66797916  1.67355473  0.43006183  0.13092954  1.63332812  0.5655576 ]",17.485656971000026,26.879707516171038
[0.36804267 0.42245533],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5201729106628242,0.670028818443804,0.946685878962536,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.57411652 -5.08797964 -0.67954611 -2.46188109  2.40488036  2.20633046
 -7.02263259  5.36366396  7.29217    -2.02913606 -5.51248358 -0.78828478]","[ 0.4609832   1.74689636  0.59396924 -0.51059145  1.45635911  0.46674176
 -0.67263111  1.67223843  0.43351855  0.13052926  1.61983842  0.57177357]",17.882213323000087,30.51479598879814
[0.36610983 0.41285622],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.5072046109510087,0.6628242074927954,0.9452449567723343,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-2.00643514 -6.45690375 -0.96257233 -2.20830583  2.32678544  2.12669783
 -7.73621065  6.745823    7.87876397 -3.26841854 -8.23027811 -1.75224662]","[ 0.45861159  1.74201061  0.59180747 -0.50981442  1.45695631  0.46729561
 -0.68000736  1.6763517   0.43814203  0.12025198  1.59268387  0.5165503 ]",20.756520762000036,31.64122657291591
[0.35495766 0.42448526],0.396,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.49855907780979825,0.6498559077809798,0.9265129682997119,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-3.5771697  -8.28691569 -2.35085777 -1.90737846  4.05047804  1.80435967
 -7.0731552   6.42654972  7.16553805 -0.03427138 -2.79801607  1.62921537]","[ 0.45126337  1.73778166  0.58237973 -0.50027803  1.46057634  0.45785287
 -0.67178638  1.67389093  0.43284132  0.16958714  1.65707495  0.73831319]",30.903740581999955,48.737498793751
[0.10046207 0.46750957],0.10600000000000004,0.5144092219020173,0.7132564841498559,0.9639769452449568,0.547550432276657,0.7449567723342939,0.984149855907781,"[-0.70434711 -1.50097109 -0.40401719 -0.78233137  0.53689451  0.68516966
 -1.92205198  1.68714865  1.85676496 -0.33436692 -1.07364278 -0.05936144]","[ 0.45577688  1.7455533   0.58798773 -0.51148725  1.45395308  0.46747024
 -0.67222458  1.67478373  0.43197907  0.14120431  1.646628    0.61843639]","[-1.02046135 -4.48849007 -0.39503096 -1.08039289  3.11282338  1.05902941
 -4.816318    4.72358072  4.96847693 -3.65401161 -7.25560465 -2.14759662]","[ 0.46115326  1.74037685  0.59449484 -0.50331287  1.46620246  0.46191234
 -0.67556969  1.67768453  0.43586703  0.11020359  1.56266424  0.4712804 ]",25.399881984000103,38.334382952190936
